,Date,Date_local,pool_price,h,cos_h,sin_h,week,cos_w,sin_w,month,cos_m,sin_m,workday
4841,2022-07-21 16:00:00+00:00,2022-07-21 18:00:00+02:00,620.4114999999999,18,0.2034560130526333,-0.979084087682323,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,1
4842,2022-07-21 17:00:00+00:00,2022-07-21 19:00:00+02:00,708.6294999999999,19,0.4600650377311516,-0.8878852184023756,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,1
4843,2022-07-21 18:00:00+00:00,2022-07-21 20:00:00+02:00,747.4025,20,0.6825531432186541,-0.730835964278124,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,1
4844,2022-07-21 19:00:00+00:00,2022-07-21 21:00:00+02:00,718.011,21,0.8544194045464886,-0.5195839500354336,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,1
4845,2022-07-21 20:00:00+00:00,2022-07-21 22:00:00+02:00,744.2705,22,0.962917287347799,-0.2697967711570252,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,1
4846,2022-07-21 21:00:00+00:00,2022-07-21 23:00:00+02:00,608.942,23,1.0,-2.4492935982947064e-16,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,1
4847,2022-07-21 22:00:00+00:00,2022-07-22 00:00:00+02:00,540.4005,0,1.0,0.0,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,1
4848,2022-07-21 23:00:00+00:00,2022-07-22 01:00:00+02:00,484.445,1,0.9629172873477994,0.2697967711570243,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,1
4849,2022-07-22 00:00:00+00:00,2022-07-22 02:00:00+02:00,483.4445,2,0.8544194045464886,0.5195839500354336,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,1
4850,2022-07-22 01:00:00+00:00,2022-07-22 03:00:00+02:00,474.6575,3,0.6825531432186541,0.730835964278124,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,1
4851,2022-07-22 02:00:00+00:00,2022-07-22 04:00:00+02:00,475.9625,4,0.4600650377311522,0.8878852184023752,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,1
4852,2022-07-22 03:00:00+00:00,2022-07-22 05:00:00+02:00,488.5775,5,0.20345601305263375,0.9790840876823229,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,1
4853,2022-07-22 04:00:00+00:00,2022-07-22 06:00:00+02:00,594.326,6,-0.06824241336467088,0.9976687691905392,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,1
4854,2022-07-22 05:00:00+00:00,2022-07-22 07:00:00+02:00,653.805,7,-0.33487961217098616,0.9422609221188205,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,1
4855,2022-07-22 06:00:00+00:00,2022-07-22 08:00:00+02:00,633.534,8,-0.5766803221148671,0.8169698930104421,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,1
4856,2022-07-22 07:00:00+00:00,2022-07-22 09:00:00+02:00,593.63,9,-0.7757112907044197,0.631087944326053,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,1
4857,2022-07-22 08:00:00+00:00,2022-07-22 10:00:00+02:00,496.8425,10,-0.917211301505453,0.3984010898462414,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,1
4858,2022-07-22 09:00:00+00:00,2022-07-22 11:00:00+02:00,484.34349999999995,11,-0.9906859460363306,0.1361666490962471,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,1
4859,2022-07-22 10:00:00+00:00,2022-07-22 12:00:00+02:00,445.962,12,-0.9906859460363308,-0.1361666490962464,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,1
4860,2022-07-22 11:00:00+00:00,2022-07-22 13:00:00+02:00,397.358,13,-0.9172113015054529,-0.39840108984624156,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,1
4861,2022-07-22 12:00:00+00:00,2022-07-22 14:00:00+02:00,399.57649999999995,14,-0.7757112907044198,-0.6310879443260528,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,1
4862,2022-07-22 13:00:00+00:00,2022-07-22 15:00:00+02:00,436.4355,15,-0.5766803221148672,-0.816969893010442,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,1
4863,2022-07-22 14:00:00+00:00,2022-07-22 16:00:00+02:00,436.5805,16,-0.3348796121709864,-0.9422609221188204,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,1
4864,2022-07-22 15:00:00+00:00,2022-07-22 17:00:00+02:00,567.008,17,-0.06824241336467046,-0.9976687691905393,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,1
4865,2022-07-22 16:00:00+00:00,2022-07-22 18:00:00+02:00,653.312,18,0.2034560130526333,-0.979084087682323,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,1
4866,2022-07-22 17:00:00+00:00,2022-07-22 19:00:00+02:00,695.9855,19,0.4600650377311516,-0.8878852184023756,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,1
4867,2022-07-22 18:00:00+00:00,2022-07-22 20:00:00+02:00,697.305,20,0.6825531432186541,-0.730835964278124,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,1
4868,2022-07-22 19:00:00+00:00,2022-07-22 21:00:00+02:00,717.17,21,0.8544194045464886,-0.5195839500354336,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,1
4869,2022-07-22 20:00:00+00:00,2022-07-22 22:00:00+02:00,668.508,22,0.962917287347799,-0.2697967711570252,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,1
4870,2022-07-22 21:00:00+00:00,2022-07-22 23:00:00+02:00,616.134,23,1.0,-2.4492935982947064e-16,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,1
4871,2022-07-22 22:00:00+00:00,2022-07-23 00:00:00+02:00,586.612,0,1.0,0.0,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,0
4872,2022-07-22 23:00:00+00:00,2022-07-23 01:00:00+02:00,499.7715,1,0.9629172873477994,0.2697967711570243,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,0
4873,2022-07-23 00:00:00+00:00,2022-07-23 02:00:00+02:00,510.3855,2,0.8544194045464886,0.5195839500354336,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,0
4874,2022-07-23 01:00:00+00:00,2022-07-23 03:00:00+02:00,488.6645,3,0.6825531432186541,0.730835964278124,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,0
4875,2022-07-23 02:00:00+00:00,2022-07-23 04:00:00+02:00,481.458,4,0.4600650377311522,0.8878852184023752,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,0
4876,2022-07-23 03:00:00+00:00,2022-07-23 05:00:00+02:00,480.34149999999994,5,0.20345601305263375,0.9790840876823229,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,0
4877,2022-07-23 04:00:00+00:00,2022-07-23 06:00:00+02:00,488.6935,6,-0.06824241336467088,0.9976687691905392,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,0
4878,2022-07-23 05:00:00+00:00,2022-07-23 07:00:00+02:00,483.024,7,-0.33487961217098616,0.9422609221188205,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,0
4879,2022-07-23 06:00:00+00:00,2022-07-23 08:00:00+02:00,498.48099999999994,8,-0.5766803221148671,0.8169698930104421,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,0
4880,2022-07-23 07:00:00+00:00,2022-07-23 09:00:00+02:00,508.89199999999994,9,-0.7757112907044197,0.631087944326053,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,0
4881,2022-07-23 08:00:00+00:00,2022-07-23 10:00:00+02:00,488.679,10,-0.917211301505453,0.3984010898462414,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,0
4882,2022-07-23 09:00:00+00:00,2022-07-23 11:00:00+02:00,445.672,11,-0.9906859460363306,0.1361666490962471,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,0
4883,2022-07-23 10:00:00+00:00,2022-07-23 12:00:00+02:00,413.337,12,-0.9906859460363308,-0.1361666490962464,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,0
4884,2022-07-23 11:00:00+00:00,2022-07-23 13:00:00+02:00,351.95849999999996,13,-0.9172113015054529,-0.39840108984624156,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,0
4885,2022-07-23 12:00:00+00:00,2022-07-23 14:00:00+02:00,266.7565,14,-0.7757112907044198,-0.6310879443260528,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,0
4886,2022-07-23 13:00:00+00:00,2022-07-23 15:00:00+02:00,268.9025,15,-0.5766803221148672,-0.816969893010442,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,0
4887,2022-07-23 14:00:00+00:00,2022-07-23 16:00:00+02:00,328.33799999999997,16,-0.3348796121709864,-0.9422609221188204,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,0
4888,2022-07-23 15:00:00+00:00,2022-07-23 17:00:00+02:00,413.29349999999994,17,-0.06824241336467046,-0.9976687691905393,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,0
4889,2022-07-23 16:00:00+00:00,2022-07-23 18:00:00+02:00,487.229,18,0.2034560130526333,-0.979084087682323,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,0
4890,2022-07-23 17:00:00+00:00,2022-07-23 19:00:00+02:00,540.6615,19,0.4600650377311516,-0.8878852184023756,29,-0.9350162426854148,-0.3546048870425356,7,-0.8660254037844388,-0.4999999999999997,0
