,Date,Date_local,pool_price,pv_power,temperature,wind_power,wind_speed,h,cos_h,sin_h,week,cos_w,sin_w,month,cos_m,sin_m,workday
0,2022-01-01 00:00:00+00:00,2022-01-01 01:00:00+01:00,59.9285,0,7.601,1900.744,10.423,1,0.962917287,0.269796771,52,1,6.43E-16,1,0.866025404,0.5,0
1,2022-01-01 01:00:00+00:00,2022-01-01 02:00:00+01:00,62.669,0,7.652,1924.543,10.564,2,0.854419405,0.51958395,52,1,6.43E-16,1,0.866025404,0.5,0
2,2022-01-01 02:00:00+00:00,2022-01-01 03:00:00+01:00,65.917,0,7.739,1941.502,10.663,3,0.682553143,0.730835964,52,1,6.43E-16,1,0.866025404,0.5,0
3,2022-01-01 03:00:00+00:00,2022-01-01 04:00:00+01:00,54.6215,0,7.673,1888.168,10.362,4,0.460065038,0.887885218,52,1,6.43E-16,1,0.866025404,0.5,0
4,2022-01-01 04:00:00+00:00,2022-01-01 05:00:00+01:00,57.565,0,7.516,1920.721,10.542,5,0.203456013,0.979084088,52,1,6.43E-16,1,0.866025404,0.5,0
5,2022-01-01 05:00:00+00:00,2022-01-01 06:00:00+01:00,58.8555,0,7.344,1868.233,10.26,6,-0.068242413,0.997668769,52,1,6.43E-16,1,0.866025404,0.5,0
6,2022-01-01 06:00:00+00:00,2022-01-01 07:00:00+01:00,62.727,0,7.298,1839.029,10.114,7,-0.334879612,0.942260922,52,1,6.43E-16,1,0.866025404,0.5,0
7,2022-01-01 07:00:00+00:00,2022-01-01 08:00:00+01:00,72.007,0,7.259,1742.628,9.68,8,-0.576680322,0.816969893,52,1,6.43E-16,1,0.866025404,0.5,0
8,2022-01-01 08:00:00+00:00,2022-01-01 09:00:00+01:00,101.5725,0.015,7.283,1599.292,9.124,9,-0.775711291,0.631087944,52,1,6.43E-16,1,0.866025404,0.5,0
9,2022-01-01 09:00:00+00:00,2022-01-01 10:00:00+01:00,111.3455,0.058,7.533,1549.966,8.95,10,-0.917211302,0.39840109,52,1,6.43E-16,1,0.866025404,0.5,0
10,2022-01-01 10:00:00+00:00,2022-01-01 11:00:00+01:00,121.945,0.072,7.856,1581.356,9.053,11,-0.990685946,0.136166649,52,1,6.43E-16,1,0.866025404,0.5,0
11,2022-01-01 11:00:00+00:00,2022-01-01 12:00:00+01:00,137.373,0.054,8.139,1531.691,8.888,12,-0.990685946,-0.136166649,52,1,6.43E-16,1,0.866025404,0.5,0
12,2022-01-01 12:00:00+00:00,2022-01-01 13:00:00+01:00,140.36,0.036,8.384,1581.186,9.05,13,-0.917211302,-0.39840109,52,1,6.43E-16,1,0.866025404,0.5,0
13,2022-01-01 13:00:00+00:00,2022-01-01 14:00:00+01:00,140.8965,0.015,8.55,1600.048,9.127,14,-0.775711291,-0.631087944,52,1,6.43E-16,1,0.866025404,0.5,0
14,2022-01-01 14:00:00+00:00,2022-01-01 15:00:00+01:00,146.45,0.002,8.736,1611.055,9.163,15,-0.576680322,-0.816969893,52,1,6.43E-16,1,0.866025404,0.5,0
15,2022-01-01 15:00:00+00:00,2022-01-01 16:00:00+01:00,183.57,0,8.824,1737.851,9.66,16,-0.334879612,-0.942260922,52,1,6.43E-16,1,0.866025404,0.5,0
16,2022-01-01 16:00:00+00:00,2022-01-01 17:00:00+01:00,217.4565,0,8.953,1929.196,10.58,17,-0.068242413,-0.997668769,52,1,6.43E-16,1,0.866025404,0.5,0
17,2022-01-01 17:00:00+00:00,2022-01-01 18:00:00+01:00,212.1785,0,9.069,1997.861,11.023,18,0.203456013,-0.979084088,52,1,6.43E-16,1,0.866025404,0.5,0
18,2022-01-01 18:00:00+00:00,2022-01-01 19:00:00+01:00,203.406,0,8.998,2018.374,11.169,19,0.460065038,-0.887885218,52,1,6.43E-16,1,0.866025404,0.5,0
19,2022-01-01 19:00:00+00:00,2022-01-01 20:00:00+01:00,176.726,0,8.872,2026.165,11.227,20,0.682553143,-0.730835964,52,1,6.43E-16,1,0.866025404,0.5,0
20,2022-01-01 20:00:00+00:00,2022-01-01 21:00:00+01:00,148.7845,0,8.728,2026.498,11.229,21,0.854419405,-0.51958395,52,1,6.43E-16,1,0.866025404,0.5,0
21,2022-01-01 21:00:00+00:00,2022-01-01 22:00:00+01:00,141.317,0,8.568,1997.945,11.024,22,0.962917287,-0.269796771,52,1,6.43E-16,1,0.866025404,0.5,0
22,2022-01-01 22:00:00+00:00,2022-01-01 23:00:00+01:00,123.482,0,8.401,1941.295,10.661,23,1,-2.45E-16,52,1,6.43E-16,1,0.866025404,0.5,0
23,2022-01-01 23:00:00+00:00,2022-01-02 00:00:00+01:00,82.766,0,8.321,1891.43,10.37,0,1,0,52,1,6.43E-16,1,0.866025404,0.5,0
24,2022-01-02 00:00:00+00:00,2022-01-02 01:00:00+01:00,76.2555,0,8.373,1904.359,10.445,1,0.962917287,0.269796771,52,1,6.43E-16,1,0.866025404,0.5,0
25,2022-01-02 01:00:00+00:00,2022-01-02 02:00:00+01:00,71.0065,0,8.335,1765.204,9.776,2,0.854419405,0.51958395,52,1,6.43E-16,1,0.866025404,0.5,0
26,2022-01-02 02:00:00+00:00,2022-01-02 03:00:00+01:00,50.663,0,8.225,1698.743,9.493,3,0.682553143,0.730835964,52,1,6.43E-16,1,0.866025404,0.5,0
27,2022-01-02 03:00:00+00:00,2022-01-02 04:00:00+01:00,42.862,0,8.172,1716.417,9.571,4,0.460065038,0.887885218,52,1,6.43E-16,1,0.866025404,0.5,0
28,2022-01-02 04:00:00+00:00,2022-01-02 05:00:00+01:00,49.2565,0,8.286,1856.524,10.196,5,0.203456013,0.979084088,52,1,6.43E-16,1,0.866025404,0.5,0
29,2022-01-02 05:00:00+00:00,2022-01-02 06:00:00+01:00,50.054,0,8.379,1904.396,10.443,6,-0.068242413,0.997668769,52,1,6.43E-16,1,0.866025404,0.5,0
30,2022-01-02 06:00:00+00:00,2022-01-02 07:00:00+01:00,60.61,0,8.544,1988.133,10.957,7,-0.334879612,0.942260922,52,1,6.43E-16,1,0.866025404,0.5,0
31,2022-01-02 07:00:00+00:00,2022-01-02 08:00:00+01:00,70.9775,0,8.718,2013.925,11.136,8,-0.576680322,0.816969893,52,1,6.43E-16,1,0.866025404,0.5,0
32,2022-01-02 08:00:00+00:00,2022-01-02 09:00:00+01:00,87.0145,0,8.937,2106.834,11.926,9,-0.775711291,0.631087944,52,1,6.43E-16,1,0.866025404,0.5,0
33,2022-01-02 09:00:00+00:00,2022-01-02 10:00:00+01:00,101.6305,0.005,9.132,2161.054,12.562,10,-0.917211302,0.39840109,52,1,6.43E-16,1,0.866025404,0.5,0
34,2022-01-02 10:00:00+00:00,2022-01-02 11:00:00+01:00,96.077,0.008,9.17,2153.494,12.463,11,-0.990685946,0.136166649,52,1,6.43E-16,1,0.866025404,0.5,0
35,2022-01-02 11:00:00+00:00,2022-01-02 12:00:00+01:00,93.583,0.004,9.029,2152.221,12.447,12,-0.990685946,-0.136166649,52,1,6.43E-16,1,0.866025404,0.5,0
36,2022-01-02 12:00:00+00:00,2022-01-02 13:00:00+01:00,68.092,0.003,8.759,2169.657,12.676,13,-0.917211302,-0.39840109,52,1,6.43E-16,1,0.866025404,0.5,0
37,2022-01-02 13:00:00+00:00,2022-01-02 14:00:00+01:00,58.0145,0.004,8.496,2177.429,12.794,14,-0.775711291,-0.631087944,52,1,6.43E-16,1,0.866025404,0.5,0
38,2022-01-02 14:00:00+00:00,2022-01-02 15:00:00+01:00,42.2095,0,8.355,2160.462,12.554,15,-0.576680322,-0.816969893,52,1,6.43E-16,1,0.866025404,0.5,0
39,2022-01-02 15:00:00+00:00,2022-01-02 16:00:00+01:00,47.502,0,8.252,2142.862,12.325,16,-0.334879612,-0.942260922,52,1,6.43E-16,1,0.866025404,0.5,0
40,2022-01-02 16:00:00+00:00,2022-01-02 17:00:00+01:00,62.3065,0,8.024,2104.911,11.911,17,-0.068242413,-0.997668769,52,1,6.43E-16,1,0.866025404,0.5,0
41,2022-01-02 17:00:00+00:00,2022-01-02 18:00:00+01:00,88.392,0,7.805,2052.597,11.434,18,0.203456013,-0.979084088,52,1,6.43E-16,1,0.866025404,0.5,0
42,2022-01-02 18:00:00+00:00,2022-01-02 19:00:00+01:00,88.363,0,7.645,2020.003,11.181,19,0.460065038,-0.887885218,52,1,6.43E-16,1,0.866025404,0.5,0
43,2022-01-02 19:00:00+00:00,2022-01-02 20:00:00+01:00,78.474,0,7.324,1981.824,10.915,20,0.682553143,-0.730835964,52,1,6.43E-16,1,0.866025404,0.5,0
44,2022-01-02 20:00:00+00:00,2022-01-02 21:00:00+01:00,66.932,0,6.954,1907.196,10.466,21,0.854419405,-0.51958395,52,1,6.43E-16,1,0.866025404,0.5,0
45,2022-01-02 21:00:00+00:00,2022-01-02 22:00:00+01:00,67.1205,0,6.745,1812.962,9.991,22,0.962917287,-0.269796771,52,1,6.43E-16,1,0.866025404,0.5,0
46,2022-01-02 22:00:00+00:00,2022-01-02 23:00:00+01:00,47.7485,0,6.877,1782.119,9.851,23,1,-2.45E-16,52,1,6.43E-16,1,0.866025404,0.5,0
47,2022-01-02 23:00:00+00:00,2022-01-03 00:00:00+01:00,0.4495,0,7.086,1721.082,9.581,0,1,0,1,0.992708874,0.12053668,1,0.866025404,0.5,1
48,2022-01-03 00:00:00+00:00,2022-01-03 01:00:00+01:00,-0.0145,0,7.233,1817.837,10.013,1,0.962917287,0.269796771,1,0.992708874,0.12053668,1,0.866025404,0.5,1
49,2022-01-03 01:00:00+00:00,2022-01-03 02:00:00+01:00,-0.1015,0,7.256,1946.509,10.693,2,0.854419405,0.51958395,1,0.992708874,0.12053668,1,0.866025404,0.5,1
50,2022-01-03 02:00:00+00:00,2022-01-03 03:00:00+01:00,-1.5225,0,7.117,1897.849,10.412,3,0.682553143,0.730835964,1,0.992708874,0.12053668,1,0.866025404,0.5,1
51,2022-01-03 03:00:00+00:00,2022-01-03 04:00:00+01:00,-1.45,0,7.033,1982.662,10.921,4,0.460065038,0.887885218,1,0.992708874,0.12053668,1,0.866025404,0.5,1
52,2022-01-03 04:00:00+00:00,2022-01-03 05:00:00+01:00,0.464,0,6.95,2066.631,11.553,5,0.203456013,0.979084088,1,0.992708874,0.12053668,1,0.866025404,0.5,1
53,2022-01-03 05:00:00+00:00,2022-01-03 06:00:00+01:00,54.4475,0,6.803,2046.189,11.382,6,-0.068242413,0.997668769,1,0.992708874,0.12053668,1,0.866025404,0.5,1
54,2022-01-03 06:00:00+00:00,2022-01-03 07:00:00+01:00,128.702,0,6.739,2053.75,11.444,7,-0.334879612,0.942260922,1,0.992708874,0.12053668,1,0.866025404,0.5,1
55,2022-01-03 07:00:00+00:00,2022-01-03 08:00:00+01:00,178.2485,0,6.794,2118.404,12.052,8,-0.576680322,0.816969893,1,0.992708874,0.12053668,1,0.866025404,0.5,1
56,2022-01-03 08:00:00+00:00,2022-01-03 09:00:00+01:00,159.7465,0.029,6.958,2167.558,12.645,9,-0.775711291,0.631087944,1,0.992708874,0.12053668,1,0.866025404,0.5,1
57,2022-01-03 09:00:00+00:00,2022-01-03 10:00:00+01:00,135.401,0.127,7.181,2170.824,12.697,10,-0.917211302,0.39840109,1,0.992708874,0.12053668,1,0.866025404,0.5,1
58,2022-01-03 10:00:00+00:00,2022-01-03 11:00:00+01:00,131.5585,0.236,7.498,2171.787,12.711,11,-0.990685946,0.136166649,1,0.992708874,0.12053668,1,0.866025404,0.5,1
59,2022-01-03 11:00:00+00:00,2022-01-03 12:00:00+01:00,119.4365,0.282,7.818,2179.504,12.822,12,-0.990685946,-0.136166649,1,0.992708874,0.12053668,1,0.866025404,0.5,1
60,2022-01-03 12:00:00+00:00,2022-01-03 13:00:00+01:00,117.305,0.237,7.946,2186.447,12.931,13,-0.917211302,-0.39840109,1,0.992708874,0.12053668,1,0.866025404,0.5,1
61,2022-01-03 13:00:00+00:00,2022-01-03 14:00:00+01:00,117.4355,0.139,7.812,2182.81,12.875,14,-0.775711291,-0.631087944,1,0.992708874,0.12053668,1,0.866025404,0.5,1
62,2022-01-03 14:00:00+00:00,2022-01-03 15:00:00+01:00,142.1725,0.028,7.498,2183.317,12.883,15,-0.576680322,-0.816969893,1,0.992708874,0.12053668,1,0.866025404,0.5,1
63,2022-01-03 15:00:00+00:00,2022-01-03 16:00:00+01:00,179.0895,0,7.231,2192.161,13.025,16,-0.334879612,-0.942260922,1,0.992708874,0.12053668,1,0.866025404,0.5,1
64,2022-01-03 16:00:00+00:00,2022-01-03 17:00:00+01:00,215.3105,0,7.14,2203.523,13.222,17,-0.068242413,-0.997668769,1,0.992708874,0.12053668,1,0.866025404,0.5,1
65,2022-01-03 17:00:00+00:00,2022-01-03 18:00:00+01:00,200.1,0,7.128,2207.923,13.304,18,0.203456013,-0.979084088,1,0.992708874,0.12053668,1,0.866025404,0.5,1
66,2022-01-03 18:00:00+00:00,2022-01-03 19:00:00+01:00,170.578,0,6.901,2190.652,13,19,0.460065038,-0.887885218,1,0.992708874,0.12053668,1,0.866025404,0.5,1
67,2022-01-03 19:00:00+00:00,2022-01-03 20:00:00+01:00,170.6795,0,6.798,2199.437,13.144,20,0.682553143,-0.730835964,1,0.992708874,0.12053668,1,0.866025404,0.5,1
68,2022-01-03 20:00:00+00:00,2022-01-03 21:00:00+01:00,139.1275,0,6.659,2181.948,12.85,21,0.854419405,-0.51958395,1,0.992708874,0.12053668,1,0.866025404,0.5,1
69,2022-01-03 21:00:00+00:00,2022-01-03 22:00:00+01:00,153.236,0,6.557,2143.767,12.333,22,0.962917287,-0.269796771,1,0.992708874,0.12053668,1,0.866025404,0.5,1
70,2022-01-03 22:00:00+00:00,2022-01-03 23:00:00+01:00,138.127,0,6.59,2117.308,12.04,23,1,-2.45E-16,1,0.992708874,0.12053668,1,0.866025404,0.5,1
71,2022-01-03 23:00:00+00:00,2022-01-04 00:00:00+01:00,150.365,0,6.634,2092.68,11.787,0,1,0,1,0.992708874,0.12053668,1,0.866025404,0.5,1
72,2022-01-04 00:00:00+00:00,2022-01-04 01:00:00+01:00,156.9915,0,6.578,1992.961,10.984,1,0.962917287,0.269796771,1,0.992708874,0.12053668,1,0.866025404,0.5,1
73,2022-01-04 01:00:00+00:00,2022-01-04 02:00:00+01:00,153.584,0,6.461,1867.473,10.256,2,0.854419405,0.51958395,1,0.992708874,0.12053668,1,0.866025404,0.5,1
74,2022-01-04 02:00:00+00:00,2022-01-04 03:00:00+01:00,149.9445,0,6.365,1769.574,9.795,3,0.682553143,0.730835964,1,0.992708874,0.12053668,1,0.866025404,0.5,1
75,2022-01-04 03:00:00+00:00,2022-01-04 04:00:00+01:00,148.9295,0,6.304,1627.292,9.227,4,0.460065038,0.887885218,1,0.992708874,0.12053668,1,0.866025404,0.5,1
76,2022-01-04 04:00:00+00:00,2022-01-04 05:00:00+01:00,165.6335,0,6.244,1463.35,8.66,5,0.203456013,0.979084088,1,0.992708874,0.12053668,1,0.866025404,0.5,1
77,2022-01-04 05:00:00+00:00,2022-01-04 06:00:00+01:00,227.5195,0,6.21,1362.364,8.333,6,-0.068242413,0.997668769,1,0.992708874,0.12053668,1,0.866025404,0.5,1
78,2022-01-04 06:00:00+00:00,2022-01-04 07:00:00+01:00,264.828,0,6.144,1270.131,8.057,7,-0.334879612,0.942260922,1,0.992708874,0.12053668,1,0.866025404,0.5,1
79,2022-01-04 07:00:00+00:00,2022-01-04 08:00:00+01:00,259.4195,0,5.974,975.972,7.199,8,-0.576680322,0.816969893,1,0.992708874,0.12053668,1,0.866025404,0.5,1
80,2022-01-04 08:00:00+00:00,2022-01-04 09:00:00+01:00,275.5,0,5.686,758.994,6.55,9,-0.775711291,0.631087944,1,0.992708874,0.12053668,1,0.866025404,0.5,1
81,2022-01-04 09:00:00+00:00,2022-01-04 10:00:00+01:00,275.326,0.006,5.266,733.286,6.467,10,-0.917211302,0.39840109,1,0.992708874,0.12053668,1,0.866025404,0.5,1
82,2022-01-04 10:00:00+00:00,2022-01-04 11:00:00+01:00,264.509,0.013,4.748,825.427,6.744,11,-0.990685946,0.136166649,1,0.992708874,0.12053668,1,0.866025404,0.5,1
83,2022-01-04 11:00:00+00:00,2022-01-04 12:00:00+01:00,264.567,0.023,4.332,892.309,6.952,12,-0.990685946,-0.136166649,1,0.992708874,0.12053668,1,0.866025404,0.5,1
84,2022-01-04 12:00:00+00:00,2022-01-04 13:00:00+01:00,260.4055,0.043,4.333,860.555,6.851,13,-0.917211302,-0.39840109,1,0.992708874,0.12053668,1,0.866025404,0.5,1
85,2022-01-04 13:00:00+00:00,2022-01-04 14:00:00+01:00,259.55,0.063,4.557,951.998,7.127,14,-0.775711291,-0.631087944,1,0.992708874,0.12053668,1,0.866025404,0.5,1
86,2022-01-04 14:00:00+00:00,2022-01-04 15:00:00+01:00,262.3485,0.022,4.362,1287.082,8.11,15,-0.576680322,-0.816969893,1,0.992708874,0.12053668,1,0.866025404,0.5,1
87,2022-01-04 15:00:00+00:00,2022-01-04 16:00:00+01:00,241.7005,0,3.766,1620.169,9.194,16,-0.334879612,-0.942260922,1,0.992708874,0.12053668,1,0.866025404,0.5,1
88,2022-01-04 16:00:00+00:00,2022-01-04 17:00:00+01:00,275.326,0,3.959,1780.625,9.844,17,-0.068242413,-0.997668769,1,0.992708874,0.12053668,1,0.866025404,0.5,1
89,2022-01-04 17:00:00+00:00,2022-01-04 18:00:00+01:00,268.163,0,4.31,1856.649,10.191,18,0.203456013,-0.979084088,1,0.992708874,0.12053668,1,0.866025404,0.5,1
90,2022-01-04 18:00:00+00:00,2022-01-04 19:00:00+01:00,259.5355,0,4.316,1908.206,10.472,19,0.460065038,-0.887885218,1,0.992708874,0.12053668,1,0.866025404,0.5,1
91,2022-01-04 19:00:00+00:00,2022-01-04 20:00:00+01:00,226.374,0,4.208,1944.269,10.679,20,0.682553143,-0.730835964,1,0.992708874,0.12053668,1,0.866025404,0.5,1
92,2022-01-04 20:00:00+00:00,2022-01-04 21:00:00+01:00,204.334,0,4.058,1943.783,10.676,21,0.854419405,-0.51958395,1,0.992708874,0.12053668,1,0.866025404,0.5,1
93,2022-01-04 21:00:00+00:00,2022-01-04 22:00:00+01:00,199.984,0,3.963,1998.056,11.024,22,0.962917287,-0.269796771,1,0.992708874,0.12053668,1,0.866025404,0.5,1
94,2022-01-04 22:00:00+00:00,2022-01-04 23:00:00+01:00,141.462,0,3.878,2029.287,11.25,23,1,-2.45E-16,1,0.992708874,0.12053668,1,0.866025404,0.5,1
95,2022-01-04 23:00:00+00:00,2022-01-05 00:00:00+01:00,152.6995,0,3.866,2070.921,11.59,0,1,0,1,0.992708874,0.12053668,1,0.866025404,0.5,1
96,2022-01-05 00:00:00+00:00,2022-01-05 01:00:00+01:00,141.0705,0,4.076,2148.297,12.393,1,0.962917287,0.269796771,1,0.992708874,0.12053668,1,0.866025404,0.5,1
97,2022-01-05 01:00:00+00:00,2022-01-05 02:00:00+01:00,122.525,0,4.178,2180.524,12.839,2,0.854419405,0.51958395,1,0.992708874,0.12053668,1,0.866025404,0.5,1
98,2022-01-05 02:00:00+00:00,2022-01-05 03:00:00+01:00,109.301,0,4.156,2201.245,13.175,3,0.682553143,0.730835964,1,0.992708874,0.12053668,1,0.866025404,0.5,1
99,2022-01-05 03:00:00+00:00,2022-01-05 04:00:00+01:00,114.7095,0,4.183,2210.914,13.35,4,0.460065038,0.887885218,1,0.992708874,0.12053668,1,0.866025404,0.5,1
100,2022-01-05 04:00:00+00:00,2022-01-05 05:00:00+01:00,137.4455,0,4.316,2203.953,13.23,5,0.203456013,0.979084088,1,0.992708874,0.12053668,1,0.866025404,0.5,1
101,2022-01-05 05:00:00+00:00,2022-01-05 06:00:00+01:00,143.782,0,4.566,2187.653,12.951,6,-0.068242413,0.997668769,1,0.992708874,0.12053668,1,0.866025404,0.5,1
102,2022-01-05 06:00:00+00:00,2022-01-05 07:00:00+01:00,146.6675,0,4.678,2168.565,12.662,7,-0.334879612,0.942260922,1,0.992708874,0.12053668,1,0.866025404,0.5,1
103,2022-01-05 07:00:00+00:00,2022-01-05 08:00:00+01:00,187.862,0,4.485,2138.038,12.273,8,-0.576680322,0.816969893,1,0.992708874,0.12053668,1,0.866025404,0.5,1
104,2022-01-05 08:00:00+00:00,2022-01-05 09:00:00+01:00,164.3865,0.001,4.191,2055.452,11.458,9,-0.775711291,0.631087944,1,0.992708874,0.12053668,1,0.866025404,0.5,1
105,2022-01-05 09:00:00+00:00,2022-01-05 10:00:00+01:00,136.9235,0.013,4.503,1932.703,10.603,10,-0.917211302,0.39840109,1,0.992708874,0.12053668,1,0.866025404,0.5,1
106,2022-01-05 10:00:00+00:00,2022-01-05 11:00:00+01:00,142.245,0.068,5.221,1956.103,10.742,11,-0.990685946,0.136166649,1,0.992708874,0.12053668,1,0.866025404,0.5,1
107,2022-01-05 11:00:00+00:00,2022-01-05 12:00:00+01:00,138.736,0.156,5.749,2073.322,11.603,12,-0.990685946,-0.136166649,1,0.992708874,0.12053668,1,0.866025404,0.5,1
108,2022-01-05 12:00:00+00:00,2022-01-05 13:00:00+01:00,140.36,0.141,5.766,2156.357,12.5,13,-0.917211302,-0.39840109,1,0.992708874,0.12053668,1,0.866025404,0.5,1
109,2022-01-05 13:00:00+00:00,2022-01-05 14:00:00+01:00,155.614,0.095,5.538,2190.727,12.99,14,-0.775711291,-0.631087944,1,0.992708874,0.12053668,1,0.866025404,0.5,1
110,2022-01-05 14:00:00+00:00,2022-01-05 15:00:00+01:00,173.246,0.025,5.084,2195.438,13.075,15,-0.576680322,-0.816969893,1,0.992708874,0.12053668,1,0.866025404,0.5,1
111,2022-01-05 15:00:00+00:00,2022-01-05 16:00:00+01:00,199.056,0,4.524,2159.752,12.545,16,-0.334879612,-0.942260922,1,0.992708874,0.12053668,1,0.866025404,0.5,1
112,2022-01-05 16:00:00+00:00,2022-01-05 17:00:00+01:00,214.7305,0,4.145,2079.395,11.663,17,-0.068242413,-0.997668769,1,0.992708874,0.12053668,1,0.866025404,0.5,1
113,2022-01-05 17:00:00+00:00,2022-01-05 18:00:00+01:00,202.826,0,3.814,1941.244,10.65,18,0.203456013,-0.979084088,1,0.992708874,0.12053668,1,0.866025404,0.5,1
114,2022-01-05 18:00:00+00:00,2022-01-05 19:00:00+01:00,196.8375,0,3.418,1783.139,9.855,19,0.460065038,-0.887885218,1,0.992708874,0.12053668,1,0.866025404,0.5,1
115,2022-01-05 19:00:00+00:00,2022-01-05 20:00:00+01:00,173.8985,0,3.152,1704.379,9.523,20,0.682553143,-0.730835964,1,0.992708874,0.12053668,1,0.866025404,0.5,1
116,2022-01-05 20:00:00+00:00,2022-01-05 21:00:00+01:00,142.2305,0,2.77,1661.888,9.357,21,0.854419405,-0.51958395,1,0.992708874,0.12053668,1,0.866025404,0.5,1
117,2022-01-05 21:00:00+00:00,2022-01-05 22:00:00+01:00,172.1295,0,2.067,1663.042,9.361,22,0.962917287,-0.269796771,1,0.992708874,0.12053668,1,0.866025404,0.5,1
118,2022-01-05 22:00:00+00:00,2022-01-05 23:00:00+01:00,144.536,0,1.06,1594.348,9.107,23,1,-2.45E-16,1,0.992708874,0.12053668,1,0.866025404,0.5,1
119,2022-01-05 23:00:00+00:00,2022-01-06 00:00:00+01:00,144.7825,0,0.32,1455.453,8.634,0,1,0,1,0.992708874,0.12053668,1,0.866025404,0.5,1
120,2022-01-06 00:00:00+00:00,2022-01-06 01:00:00+01:00,146.914,0,-0.039,1275.266,8.073,1,0.962917287,0.269796771,1,0.992708874,0.12053668,1,0.866025404,0.5,1
121,2022-01-06 01:00:00+00:00,2022-01-06 02:00:00+01:00,159.5145,0,-0.156,1005.389,7.278,2,0.854419405,0.51958395,1,0.992708874,0.12053668,1,0.866025404,0.5,1
122,2022-01-06 02:00:00+00:00,2022-01-06 03:00:00+01:00,161.7475,0,-0.059,742.253,6.489,3,0.682553143,0.730835964,1,0.992708874,0.12053668,1,0.866025404,0.5,1
123,2022-01-06 03:00:00+00:00,2022-01-06 04:00:00+01:00,178.8865,0,0.208,542.419,5.829,4,0.460065038,0.887885218,1,0.992708874,0.12053668,1,0.866025404,0.5,1
124,2022-01-06 04:00:00+00:00,2022-01-06 05:00:00+01:00,217.413,0,0.503,470.674,5.551,5,0.203456013,0.979084088,1,0.992708874,0.12053668,1,0.866025404,0.5,1
125,2022-01-06 05:00:00+00:00,2022-01-06 06:00:00+01:00,269.584,0,0.766,476.367,5.573,6,-0.068242413,0.997668769,1,0.992708874,0.12053668,1,0.866025404,0.5,1
126,2022-01-06 06:00:00+00:00,2022-01-06 07:00:00+01:00,330.9625,0,0.989,517.269,5.737,7,-0.334879612,0.942260922,1,0.992708874,0.12053668,1,0.866025404,0.5,1
127,2022-01-06 07:00:00+00:00,2022-01-06 08:00:00+01:00,331.934,0,1.309,608.022,6.057,8,-0.576680322,0.816969893,1,0.992708874,0.12053668,1,0.866025404,0.5,1
128,2022-01-06 08:00:00+00:00,2022-01-06 09:00:00+01:00,308.705,0.085,2.026,684.207,6.313,9,-0.775711291,0.631087944,1,0.992708874,0.12053668,1,0.866025404,0.5,1
129,2022-01-06 09:00:00+00:00,2022-01-06 10:00:00+01:00,312.475,0.295,3.156,614.833,6.077,10,-0.917211302,0.39840109,1,0.992708874,0.12053668,1,0.866025404,0.5,1
130,2022-01-06 10:00:00+00:00,2022-01-06 11:00:00+01:00,336.255,0.423,4.008,438.33,5.431,11,-0.990685946,0.136166649,1,0.992708874,0.12053668,1,0.866025404,0.5,1
131,2022-01-06 11:00:00+00:00,2022-01-06 12:00:00+01:00,327.7,0.444,4.364,308.952,4.853,12,-0.990685946,-0.136166649,1,0.992708874,0.12053668,1,0.866025404,0.5,1
132,2022-01-06 12:00:00+00:00,2022-01-06 13:00:00+01:00,303.34,0.377,4.334,393.349,5.243,13,-0.917211302,-0.39840109,1,0.992708874,0.12053668,1,0.866025404,0.5,1
133,2022-01-06 13:00:00+00:00,2022-01-06 14:00:00+01:00,313.287,0.233,3.667,726.964,6.448,14,-0.775711291,-0.631087944,1,0.992708874,0.12053668,1,0.866025404,0.5,1
134,2022-01-06 14:00:00+00:00,2022-01-06 15:00:00+01:00,334.6165,0.059,2.597,1091.644,7.528,15,-0.576680322,-0.816969893,1,0.992708874,0.12053668,1,0.866025404,0.5,1
135,2022-01-06 15:00:00+00:00,2022-01-06 16:00:00+01:00,356.6275,0,1.883,1280.16,8.083,16,-0.334879612,-0.942260922,1,0.992708874,0.12053668,1,0.866025404,0.5,1
136,2022-01-06 16:00:00+00:00,2022-01-06 17:00:00+01:00,397.4595,0,1.758,1400.623,8.459,17,-0.068242413,-0.997668769,1,0.992708874,0.12053668,1,0.866025404,0.5,1
137,2022-01-06 17:00:00+00:00,2022-01-06 18:00:00+01:00,396.488,0,1.769,1586.211,9.078,18,0.203456013,-0.979084088,1,0.992708874,0.12053668,1,0.866025404,0.5,1
138,2022-01-06 18:00:00+00:00,2022-01-06 19:00:00+01:00,355.946,0,1.958,1747.402,9.698,19,0.460065038,-0.887885218,1,0.992708874,0.12053668,1,0.866025404,0.5,1
139,2022-01-06 19:00:00+00:00,2022-01-06 20:00:00+01:00,327.903,0,2.192,1774.765,9.818,20,0.682553143,-0.730835964,1,0.992708874,0.12053668,1,0.866025404,0.5,1
140,2022-01-06 20:00:00+00:00,2022-01-06 21:00:00+01:00,302.0495,0,2.318,1737.966,9.654,21,0.854419405,-0.51958395,1,0.992708874,0.12053668,1,0.866025404,0.5,1
141,2022-01-06 21:00:00+00:00,2022-01-06 22:00:00+01:00,259.1875,0,2.359,1757.396,9.736,22,0.962917287,-0.269796771,1,0.992708874,0.12053668,1,0.866025404,0.5,1
