# Renewables.ninja Weather (Point API) - 54.200, 8.900 - Version: 1.0 - License: https://science.nasa.gov/earth-science/earth-science-data/data-information-policy - Reference: https://www.renewables.ninja/
# Units: time in UTC, local_time in Europe/Berlin, t2m in ºC, prectotland in mm/h, precsnoland in mm/h, snomas in kg/m², rhoa in kg/m³, swgdn in W/m², swtdn in W/m², cldtot in fraction
# {"units": {"time": "UTC", "local_time": "Europe/Berlin", "t2m": "\u00baC", "prectotland": "mm/h", "precsnoland": "mm/h", "snomas": "kg/m\u00b2", "rhoa": "kg/m\u00b3", "swgdn": "W/m\u00b2", "swtdn": "W/m\u00b2", "cldtot": "fraction"}, "params": {"local_time": true, "header": true, "lat": "54.2", "lon": "8.9", "date_from": "2022-01-01", "date_to": "2022-12-31", "dataset": "merra2", "var_t2m": true, "var_prectotland": true, "var_precsnoland": true, "var_snomas": true, "var_rhoa": true, "var_swgdn": true, "var_swtdn": true, "var_cldtot": true}}
time,local_time,t2m,prectotland,precsnoland,snomas,rhoa,swgdn,swtdn,cldtot
2022-05-26 09:00,2022-05-26 11:00,14.237,0.001,0,0,1.232,768.744,1020.050,0.040
2022-05-26 10:00,2022-05-26 12:00,14.439,0.001,0,0,1.232,820.448,1088.080,0.052
2022-05-26 11:00,2022-05-26 13:00,14.650,0.002,0,0,1.232,827.808,1108.280,0.132
2022-05-26 12:00,2022-05-26 14:00,14.817,0.004,0,0,1.231,764.614,1079.120,0.171
2022-05-26 13:00,2022-05-26 15:00,14.888,0.012,0,0,1.229,668.726,1002.790,0.296
2022-05-26 14:00,2022-05-26 16:00,14.738,0.037,0,0,1.228,474.374,884.644,0.449
2022-05-26 15:00,2022-05-26 17:00,14.309,0.073,0,0,1.229,312.533,732.544,0.535
2022-05-26 16:00,2022-05-26 18:00,13.773,0.124,0,0,1.230,195.865,556.840,0.623
2022-05-26 17:00,2022-05-26 19:00,13.366,0.162,0,0,1.231,114.170,369.672,0.637
2022-05-26 18:00,2022-05-26 20:00,12.998,0.446,0,0,1.231,40.984,183.729,0.679
2022-05-26 19:00,2022-05-26 21:00,12.743,1.033,0,0,1.230,3.003,26.477,0.775
2022-05-26 20:00,2022-05-26 22:00,13.035,1.107,0,0,1.228,0,0,0.844
2022-05-26 21:00,2022-05-26 23:00,13.610,0.555,0,0,1.224,0,0,0.503
2022-05-26 22:00,2022-05-27 00:00,13.714,0.278,0,0,1.223,0,0,0.104
2022-05-26 23:00,2022-05-27 01:00,13.236,0.113,0,0,1.225,0,0,0.066
2022-05-27 00:00,2022-05-27 02:00,12.534,0.025,0,0,1.229,0,0,0.121
2022-05-27 01:00,2022-05-27 03:00,11.849,0.001,0,0,1.232,0,0,0.037
2022-05-27 02:00,2022-05-27 04:00,11.317,0.001,0,0,1.234,0,0,0.016
2022-05-27 03:00,2022-05-27 05:00,11.111,0.003,0,0,1.236,17.402,48.056,0.027
2022-05-27 04:00,2022-05-27 06:00,11.511,0.006,0,0,1.235,115.382,219.096,0.040
2022-05-27 05:00,2022-05-27 07:00,12.160,0.011,0,0,1.235,251.480,406.403,0.060
2022-05-27 06:00,2022-05-27 08:00,12.601,0.020,0,0,1.234,391.979,592.526,0.082
2022-05-27 07:00,2022-05-27 09:00,12.884,0.044,0,0,1.234,520.116,764.570,0.080
2022-05-27 08:00,2022-05-27 10:00,13.037,0.084,0,0,1.234,638.918,911.184,0.097
2022-05-27 09:00,2022-05-27 11:00,13.132,0.174,0,0,1.234,707.256,1022.050,0.223
2022-05-27 10:00,2022-05-27 12:00,13.032,0.262,0,0,1.234,626.424,1089.960,0.368
2022-05-27 11:00,2022-05-27 13:00,12.814,0.314,0,0,1.235,568.954,1110.052,0.381
2022-05-27 12:00,2022-05-27 14:00,12.670,0.319,0,0,1.236,554.578,1081.000,0.330
2022-05-27 13:00,2022-05-27 15:00,12.657,0.261,0,0,1.236,582.614,1004.790,0.183
2022-05-27 14:00,2022-05-27 16:00,12.626,0.195,0,0,1.237,591.420,886.720,0.095
2022-05-27 15:00,2022-05-27 17:00,12.306,0.129,0,0,1.238,494.471,734.870,0.078
2022-05-27 16:00,2022-05-27 18:00,11.935,0.090,0,0,1.239,360.271,559.514,0.077
2022-05-27 17:00,2022-05-27 19:00,11.558,0.106,0,0,1.240,216.766,372.547,0.086
2022-05-27 18:00,2022-05-27 20:00,11.111,0.100,0,0,1.240,87.583,186.897,0.094
2022-05-27 19:00,2022-05-27 21:00,10.725,0.095,0,0,1.241,8.451,28.418,0.110
2022-05-27 20:00,2022-05-27 22:00,10.528,0.115,0,0,1.241,0,0,0.146
2022-05-27 21:00,2022-05-27 23:00,10.351,0.156,0,0,1.242,0,0,0.136
2022-05-27 22:00,2022-05-28 00:00,10.081,0.190,0,0,1.243,0,0,0.146
2022-05-27 23:00,2022-05-28 01:00,9.869,0.213,0,0,1.244,0,0,0.201
2022-05-28 00:00,2022-05-28 02:00,9.830,0.225,0,0,1.244,0,0,0.229
2022-05-28 01:00,2022-05-28 03:00,9.840,0.205,0,0,1.243,0,0,0.205
2022-05-28 02:00,2022-05-28 04:00,9.909,0.154,0,0,1.242,0,0,0.184
2022-05-28 03:00,2022-05-28 05:00,10.057,0.099,0,0,1.241,15.437,50.603,0.162
2022-05-28 04:00,2022-05-28 06:00,10.368,0.065,0,0,1.241,110.169,222.158,0.101
2022-05-28 05:00,2022-05-28 07:00,10.878,0.046,0,0,1.241,240.910,409.153,0.148
2022-05-28 06:00,2022-05-28 08:00,11.405,0.023,0,0,1.240,373.285,595.026,0.168
2022-05-28 07:00,2022-05-28 09:00,11.918,0.014,0,0,1.239,514.154,766.820,0.137
2022-05-28 08:00,2022-05-28 10:00,12.256,0.016,0,0,1.239,650.320,913.184,0.095
2022-05-28 09:00,2022-05-28 11:00,12.458,0.030,0,0,1.239,749.178,1023.936,0.081
2022-05-28 10:00,2022-05-28 12:00,12.651,0.086,0,0,1.239,807.480,1091.580,0.094
2022-05-28 11:00,2022-05-28 13:00,12.795,0.169,0,0,1.238,822.690,1111.828,0.153
2022-05-28 12:00,2022-05-28 14:00,12.884,0.214,0,0,1.238,751.014,1082.620,0.329
2022-05-28 13:00,2022-05-28 15:00,12.763,0.237,0,0,1.237,553.278,1006.730,0.512
2022-05-28 14:00,2022-05-28 16:00,12.471,0.222,0,0,1.237,394.542,888.744,0.665
2022-05-28 15:00,2022-05-28 17:00,12.169,0.163,0,0,1.237,273.747,737.144,0.842
2022-05-28 16:00,2022-05-28 18:00,11.937,0.128,0,0,1.237,154.778,562.014,0.941
2022-05-28 17:00,2022-05-28 19:00,11.812,0.117,0,0,1.237,97.891,375.335,0.970
2022-05-28 18:00,2022-05-28 20:00,11.595,0.100,0,0,1.237,40.584,189.960,0.979
2022-05-28 19:00,2022-05-28 21:00,11.355,0.071,0,0,1.237,4.684,30.360,0.979
2022-05-28 20:00,2022-05-28 22:00,11.249,0.044,0,0,1.237,0,0,0.962
2022-05-28 21:00,2022-05-28 23:00,11.184,0.047,0,0,1.237,0,0,0.933
2022-05-28 22:00,2022-05-29 00:00,11.073,0.046,0,0,1.237,0,0,0.914
2022-05-28 23:00,2022-05-29 01:00,10.993,0.047,0,0,1.237,0,0,0.879
2022-05-29 00:00,2022-05-29 02:00,10.863,0.038,0,0,1.236,0,0,0.808
2022-05-29 01:00,2022-05-29 03:00,10.707,0.036,0,0,1.236,0,0,0.836
2022-05-29 02:00,2022-05-29 04:00,10.732,0.043,0,0,1.235,0,0,0.942
2022-05-29 03:00,2022-05-29 05:00,10.828,0.039,0,0,1.235,8.598,53.120,0.976
2022-05-29 04:00,2022-05-29 06:00,11.176,0.037,0,0,1.234,48.013,225.096,0.981
2022-05-29 05:00,2022-05-29 07:00,11.536,0.036,0,0,1.234,125.565,411.828,0.979
2022-05-29 06:00,2022-05-29 08:00,11.948,0.028,0,0,1.233,221.321,597.300,0.976
2022-05-29 07:00,2022-05-29 09:00,12.465,0.026,0,0,1.232,330.827,769.046,0.979
2022-05-29 08:00,2022-05-29 10:00,13.063,0.038,0,0,1.230,458.831,915.070,0.950
2022-05-29 09:00,2022-05-29 11:00,13.610,0.052,0,0,1.228,575.499,1025.764,0.853
2022-05-29 10:00,2022-05-29 12:00,13.901,0.072,0,0,1.228,619.024,1093.460,0.682
2022-05-29 11:00,2022-05-29 13:00,14.040,0.083,0,0,1.227,630.620,1113.328,0.634
2022-05-29 12:00,2022-05-29 14:00,13.845,0.079,0,0,1.227,491.395,1084.500,0.658
2022-05-29 13:00,2022-05-29 15:00,13.622,0.098,0,0,1.227,460.527,1008.504,0.688
2022-05-29 14:00,2022-05-29 16:00,13.265,0.074,0,0,1.228,385.912,890.720,0.824
2022-05-29 15:00,2022-05-29 17:00,12.745,0.049,0,0,1.230,255.207,739.256,0.823
2022-05-29 16:00,2022-05-29 18:00,12.180,0.042,0,0,1.232,179.473,564.400,0.846
2022-05-29 17:00,2022-05-29 19:00,11.581,0.035,0,0,1.235,103.264,378.047,0.866
2022-05-29 18:00,2022-05-29 20:00,11.022,0.012,0,0,1.237,43.905,192.868,0.892
2022-05-29 19:00,2022-05-29 21:00,10.475,0.012,0,0,1.239,5.285,32.293,0.924
2022-05-29 20:00,2022-05-29 22:00,10.096,0.013,0,0,1.241,0,0,0.961
2022-05-29 21:00,2022-05-29 23:00,9.901,0.015,0,0,1.242,0,0,0.962
2022-05-29 22:00,2022-05-30 00:00,9.744,0.017,0,0,1.242,0,0,0.939
2022-05-29 23:00,2022-05-30 01:00,9.564,0.019,0,0,1.242,0,0,0.887
2022-05-30 00:00,2022-05-30 02:00,9.357,0.020,0,0,1.242,0,0,0.814
2022-05-30 01:00,2022-05-30 03:00,9.147,0.023,0,0,1.242,0,0,0.798
2022-05-30 02:00,2022-05-30 04:00,8.916,0.027,0,0,1.242,0,0,0.851
2022-05-30 03:00,2022-05-30 05:00,8.985,0.030,0,0,1.242,11.147,55.600,0.917
2022-05-30 04:00,2022-05-30 06:00,9.678,0.036,0,0,1.242,59.510,227.962,0.958
2022-05-30 05:00,2022-05-30 07:00,10.391,0.041,0,0,1.241,132.363,414.403,0.959
2022-05-30 06:00,2022-05-30 08:00,10.914,0.042,0,0,1.240,236.699,599.626,0.901
2022-05-30 07:00,2022-05-30 09:00,11.513,0.048,0,0,1.238,378.214,771.046,0.814
2022-05-30 08:00,2022-05-30 10:00,12.153,0.046,0,0,1.236,523.048,917.010,0.646
2022-05-30 09:00,2022-05-30 11:00,12.717,0.043,0,0,1.235,643.484,1027.412,0.495
2022-05-30 10:00,2022-05-30 12:00,13.163,0.043,0,0,1.234,731.562,1095.008,0.530
2022-05-30 11:00,2022-05-30 13:00,13.429,0.043,0,0,1.233,718.732,1114.980,0.712
2022-05-30 12:00,2022-05-30 14:00,13.520,0.037,0,0,1.233,682.858,1086.048,0.865
2022-05-30 13:00,2022-05-30 15:00,13.363,0.026,0,0,1.233,568.450,1010.254,0.916
2022-05-30 14:00,2022-05-30 16:00,13.089,0.015,0,0,1.234,450.549,892.720,0.888
2022-05-30 15:00,2022-05-30 17:00,12.800,0.007,0,0,1.235,340.335,741.394,0.778
2022-05-30 16:00,2022-05-30 18:00,12.564,0.004,0,0,1.235,263.147,566.650,0.625
2022-05-30 17:00,2022-05-30 19:00,12.243,0.003,0,0,1.236,167.394,380.597,0.538
2022-05-30 18:00,2022-05-30 20:00,11.684,0.002,0,0,1.237,77.840,195.672,0.456
2022-05-30 19:00,2022-05-30 21:00,10.566,0.001,0,0,1.237,9.750,34.209,0.475
2022-05-30 20:00,2022-05-30 22:00,10.194,0.001,0,0,1.238,0,0,0.535
2022-05-30 21:00,2022-05-30 23:00,10.006,0.001,0,0,1.239,0,0,0.691
2022-05-30 22:00,2022-05-31 00:00,9.791,0.001,0,0,1.241,0,0,0.844
2022-05-30 23:00,2022-05-31 01:00,9.824,0,0,0,1.242,0,0,0.956
2022-05-31 00:00,2022-05-31 02:00,9.853,0,0,0,1.242,0,0,0.990
2022-05-31 01:00,2022-05-31 03:00,9.868,0.001,0,0,1.243,0,0,0.994
2022-05-31 02:00,2022-05-31 04:00,9.712,0.001,0,0,1.243,0,0,0.993
2022-05-31 03:00,2022-05-31 05:00,9.636,0.001,0,0,1.244,14.518,58.037,0.988
2022-05-31 04:00,2022-05-31 06:00,10.146,0.001,0,0,1.244,76.727,230.649,0.983
2022-05-31 05:00,2022-05-31 07:00,11.129,0.004,0,0,1.242,169.788,416.828,0.978
2022-05-31 06:00,2022-05-31 08:00,11.923,0.005,0,0,1.239,277.289,601.800,0.981
2022-05-31 07:00,2022-05-31 09:00,12.593,0.008,0,0,1.237,378.916,773.046,0.985
2022-05-31 08:00,2022-05-31 10:00,13.164,0.015,0,0,1.235,454.196,918.760,0.991
2022-05-31 09:00,2022-05-31 11:00,13.625,0.018,0,0,1.233,481.849,1028.960,0.994
2022-05-31 10:00,2022-05-31 12:00,14.038,0.010,0,0,1.231,514.048,1096.508,0.995
2022-05-31 11:00,2022-05-31 13:00,14.444,0.006,0,0,1.229,538.750,1116.480,0.995
2022-05-31 12:00,2022-05-31 14:00,14.759,0.004,0,0,1.227,536.264,1087.548,0.993
2022-05-31 13:00,2022-05-31 15:00,14.960,0.005,0,0,1.226,488.981,1011.790,0.994
2022-05-31 14:00,2022-05-31 16:00,15.080,0.004,0,0,1.225,406.588,894.470,0.991
2022-05-31 15:00,2022-05-31 17:00,15.017,0.001,0,0,1.224,298.064,743.394,0.985
2022-05-31 16:00,2022-05-31 18:00,14.858,0,0,0,1.223,209.923,568.900,0.947
2022-05-31 17:00,2022-05-31 19:00,14.599,0.001,0,0,1.223,129.417,383.047,0.825
2022-05-31 18:00,2022-05-31 20:00,13.894,0.001,0,0,1.223,60.459,198.368,0.776
2022-05-31 19:00,2022-05-31 21:00,12.838,0.001,0,0,1.224,7.602,36.099,0.821
2022-05-31 20:00,2022-05-31 22:00,12.170,0.002,0,0,1.226,0,0,0.858
2022-05-31 21:00,2022-05-31 23:00,11.731,0.004,0,0,1.228,0,0,0.921
2022-05-31 22:00,2022-06-01 00:00,11.389,0.019,0,0,1.230,0,0,0.978
2022-05-31 23:00,2022-06-01 01:00,11.108,0.076,0,0,1.232,0,0,0.987
2022-06-01 00:00,2022-06-01 02:00,10.888,0.217,0,0,1.235,0,0,0.985
2022-06-01 01:00,2022-06-01 03:00,10.603,0.391,0,0,1.237,0,0,0.973
2022-06-01 02:00,2022-06-01 04:00,10.356,0.501,0,0,1.238,0,0,0.957
2022-06-01 03:00,2022-06-01 05:00,10.247,0.498,0,0,1.238,4.536,60.432,0.930
2022-06-01 04:00,2022-06-01 06:00,10.462,0.419,0,0,1.238,28.894,233.240,0.885
2022-06-01 05:00,2022-06-01 07:00,10.969,0.346,0,0,1.238,77.234,419.203,0.858
2022-06-01 06:00,2022-06-01 08:00,11.367,0.317,0,0,1.237,143.735,603.936,0.825
2022-06-01 07:00,2022-06-01 09:00,11.779,0.292,0,0,1.236,218.491,774.820,0.797
2022-06-01 08:00,2022-06-01 10:00,12.147,0.320,0,0,1.235,282.271,920.396,0.757
2022-06-01 09:00,2022-06-01 11:00,12.560,0.385,0,0,1.234,342.610,1030.460,0.795
2022-06-01 10:00,2022-06-01 12:00,12.956,0.423,0,0,1.232,361.342,1097.960,0.839
2022-06-01 11:00,2022-06-01 13:00,13.160,0.435,0,0,1.232,359.783,1117.828,0.845
2022-06-01 12:00,2022-06-01 14:00,13.326,0.367,0,0,1.231,359.567,1089.048,0.842
2022-06-01 13:00,2022-06-01 15:00,13.440,0.274,0,0,1.231,350.495,1013.366,0.799
2022-06-01 14:00,2022-06-01 16:00,13.505,0.180,0,0,1.231,330.594,896.106,0.782
2022-06-01 15:00,2022-06-01 17:00,13.460,0.111,0,0,1.231,261.501,745.220,0.799
2022-06-01 16:00,2022-06-01 18:00,13.316,0.072,0,0,1.231,184.803,571.090,0.766
2022-06-01 17:00,2022-06-01 19:00,13.045,0.056,0,0,1.231,124.553,385.365,0.693
2022-06-01 18:00,2022-06-01 20:00,12.423,0.054,0,0,1.232,58.829,200.931,0.657
2022-06-01 19:00,2022-06-01 21:00,11.488,0.034,0,0,1.234,8.370,37.960,0.553
2022-06-01 20:00,2022-06-01 22:00,11.081,0.020,0,0,1.235,0,0,0.470
2022-06-01 21:00,2022-06-01 23:00,10.829,0.008,0,0,1.237,0,0,0.409
2022-06-01 22:00,2022-06-02 00:00,10.567,0.002,0,0,1.238,0,0,0.465
2022-06-01 23:00,2022-06-02 01:00,10.446,0.001,0,0,1.240,0,0,0.364
2022-06-02 00:00,2022-06-02 02:00,10.190,0.001,0,0,1.240,0,0,0.109
2022-06-02 01:00,2022-06-02 03:00,10,0.007,0,0,1.241,0,0,0.030
2022-06-02 02:00,2022-06-02 04:00,9.973,0.011,0,0,1.242,0,0,0.079
2022-06-02 03:00,2022-06-02 05:00,10.259,0.029,0,0,1.242,22.935,62.766,0.140
2022-06-02 04:00,2022-06-02 06:00,11.143,0.073,0,0,1.242,105.421,235.730,0.355
2022-06-02 05:00,2022-06-02 07:00,11.811,0.097,0,0,1.241,176.805,421.453,0.553
2022-06-02 06:00,2022-06-02 08:00,12.285,0.078,0,0,1.240,234.127,605.900,0.560
2022-06-02 07:00,2022-06-02 09:00,12.813,0.050,0,0,1.239,381.505,776.646,0.414
2022-06-02 08:00,2022-06-02 10:00,13.480,0.026,0,0,1.237,556.374,922.010,0.240
2022-06-02 09:00,2022-06-02 11:00,13.998,0.016,0,0,1.237,690.248,1031.960,0.136
2022-06-02 10:00,2022-06-02 12:00,14.334,0.021,0,0,1.237,780.976,1099.232,0.085
2022-06-02 11:00,2022-06-02 13:00,14.552,0.011,0,0,1.236,827.328,1119.100,0.046
2022-06-02 12:00,2022-06-02 14:00,14.677,0.004,0,0,1.236,823.048,1090.272,0.020
2022-06-02 13:00,2022-06-02 15:00,14.686,0.001,0,0,1.236,774.058,1014.830,0.007
2022-06-02 14:00,2022-06-02 16:00,14.560,0,0,0,1.237,677.532,897.720,0.001
2022-06-02 15:00,2022-06-02 17:00,14.329,0,0,0,1.237,550.060,747.006,0
2022-06-02 16:00,2022-06-02 18:00,13.956,0,0,0,1.238,402.634,573.090,0.001
2022-06-02 17:00,2022-06-02 19:00,13.468,0,0,0,1.239,250.302,387.597,0.035
2022-06-02 18:00,2022-06-02 20:00,12.716,0,0,0,1.240,109.839,203.374,0.177
2022-06-02 19:00,2022-06-02 21:00,11.304,0,0,0,1.242,14.284,39.775,0.479
2022-06-02 20:00,2022-06-02 22:00,10.712,0,0,0,1.243,0,0,0.780
2022-06-02 21:00,2022-06-02 23:00,10.538,0,0,0,1.243,0,0,0.882
2022-06-02 22:00,2022-06-03 00:00,10.349,0,0,0,1.244,0,0,0.819
2022-06-02 23:00,2022-06-03 01:00,10.179,0,0,0,1.245,0,0,0.703
2022-06-03 00:00,2022-06-03 02:00,9.942,0,0,0,1.245,0,0,0.515
2022-06-03 01:00,2022-06-03 03:00,9.844,0,0,0,1.246,0,0,0.302
2022-06-03 02:00,2022-06-03 04:00,9.859,0,0,0,1.246,0,0,0.173
2022-06-03 03:00,2022-06-03 05:00,10.059,0.001,0,0,1.247,26.290,65.030,0.065
2022-06-03 04:00,2022-06-03 06:00,11.049,0,0,0,1.247,134.872,238.077,0.010
2022-06-03 05:00,2022-06-03 07:00,12.151,0,0,0,1.246,279.461,423.578,0.010
2022-06-03 06:00,2022-06-03 08:00,13.081,0,0,0,1.243,434.243,607.876,0.067
2022-06-03 07:00,2022-06-03 09:00,14.142,0,0,0,1.240,580.740,778.320,0.242
2022-06-03 08:00,2022-06-03 10:00,15.401,0,0,0,1.234,706.160,923.510,0.308
2022-06-03 09:00,2022-06-03 11:00,16.336,0,0,0,1.230,804.166,1033.412,0.142
2022-06-03 10:00,2022-06-03 12:00,16.932,0,0,0,1.227,865.276,1100.580,0.018
2022-06-03 11:00,2022-06-03 13:00,17.279,0,0,0,1.225,882.932,1120.480,0
2022-06-03 12:00,2022-06-03 14:00,17.442,0,0,0,1.224,857.328,1091.548,0
2022-06-03 13:00,2022-06-03 15:00,17.438,0,0,0,1.223,790.088,1016.140,0.023
2022-06-03 14:00,2022-06-03 16:00,17.277,0,0,0,1.223,686.264,899.244,0.314
2022-06-03 15:00,2022-06-03 17:00,16.934,0,0,0,1.224,546.042,748.720,0.446
2022-06-03 16:00,2022-06-03 18:00,16.374,0,0,0,1.225,391.821,574.900,0.706
2022-06-03 17:00,2022-06-03 19:00,15.488,0,0,0,1.228,231.202,389.722,0.771
2022-06-03 18:00,2022-06-03 20:00,14.266,0,0,0,1.232,96.853,205.706,0.775
2022-06-03 19:00,2022-06-03 21:00,12.821,0,0,0,1.237,14.047,41.546,0.704
2022-06-03 20:00,2022-06-03 22:00,11.863,0,0,0,1.241,0,0,0.650
2022-06-03 21:00,2022-06-03 23:00,11.202,0,0,0,1.245,0,0,0.565
2022-06-03 22:00,2022-06-04 00:00,10.627,0,0,0,1.248,0,0,0.657
2022-06-03 23:00,2022-06-04 01:00,10.261,0.001,0,0,1.250,0,0,0.760
2022-06-04 00:00,2022-06-04 02:00,9.992,0.003,0,0,1.251,0,0,0.812
2022-06-04 01:00,2022-06-04 03:00,9.706,0.004,0,0,1.252,0,0,0.699
2022-06-04 02:00,2022-06-04 04:00,9.425,0.004,0,0,1.253,0,0.001,0.451
2022-06-04 03:00,2022-06-04 05:00,9.536,0.004,0,0,1.254,24.925,67.227,0.373
2022-06-04 04:00,2022-06-04 06:00,10.550,0.001,0,0,1.253,121.392,240.293,0.360
2022-06-04 05:00,2022-06-04 07:00,11.369,0.001,0,0,1.251,251.856,425.578,0.358
2022-06-04 06:00,2022-06-04 08:00,12.187,0.001,0,0,1.249,392.726,609.626,0.179
2022-06-04 07:00,2022-06-04 09:00,13.139,0,0,0,1.246,568.840,780.010,0.100
2022-06-04 08:00,2022-06-04 10:00,14.077,0,0,0,1.242,708.938,924.896,0.026
2022-06-04 09:00,2022-06-04 11:00,14.902,0.001,0,0,1.239,810.602,1034.840,0.011
2022-06-04 10:00,2022-06-04 12:00,15.637,0.001,0,0,1.236,870.582,1101.732,0.004
2022-06-04 11:00,2022-06-04 13:00,16.221,0.001,0,0,1.233,888.016,1121.600,0.001
2022-06-04 12:00,2022-06-04 14:00,16.663,0,0,0,1.231,859.890,1092.772,0
2022-06-04 13:00,2022-06-04 15:00,16.947,0,0,0,1.228,792.510,1017.504,0
2022-06-04 14:00,2022-06-04 16:00,17.075,0,0,0,1.227,688.736,900.606,0
2022-06-04 15:00,2022-06-04 17:00,17.073,0,0,0,1.225,556.896,750.280,0
2022-06-04 16:00,2022-06-04 18:00,16.939,0,0,0,1.224,407.369,576.650,0
2022-06-04 17:00,2022-06-04 19:00,16.594,0,0,0,1.224,253.958,391.722,0
2022-06-04 18:00,2022-06-04 20:00,15.616,0,0,0,1.226,113.520,207.900,0
2022-06-04 19:00,2022-06-04 21:00,13.947,0,0,0,1.228,16.365,43.273,0
2022-06-04 20:00,2022-06-04 22:00,13.109,0,0,0,1.231,0,0,0
2022-06-04 21:00,2022-06-04 23:00,12.546,0,0,0,1.234,0,0,0
2022-06-04 22:00,2022-06-05 00:00,11.927,0,0,0,1.237,0,0,0
2022-06-04 23:00,2022-06-05 01:00,11.265,0,0,0,1.240,0,0,0
2022-06-05 00:00,2022-06-05 02:00,10.614,0.001,0,0,1.243,0,0,0.011
2022-06-05 01:00,2022-06-05 03:00,10.027,0.003,0,0,1.245,0,0,0.049
2022-06-05 02:00,2022-06-05 04:00,9.588,0.008,0,0,1.247,0,0.002,0.101
2022-06-05 03:00,2022-06-05 05:00,9.714,0.008,0,0,1.248,28.661,69.337,0.108
2022-06-05 04:00,2022-06-05 06:00,11.158,0.004,0,0,1.247,137.620,242.418,0.073
2022-06-05 05:00,2022-06-05 07:00,12.431,0,0,0,1.244,285.789,427.453,0.158
2022-06-05 06:00,2022-06-05 08:00,14.208,0,0,0,1.236,432.937,611.376,0.713
2022-06-05 07:00,2022-06-05 09:00,16.040,0,0,0,1.227,559.734,781.396,0.674
2022-06-05 08:00,2022-06-05 10:00,17.225,0,0,0,1.220,639.068,926.260,0.711
2022-06-05 09:00,2022-06-05 11:00,18.047,0,0,0,1.215,675.418,1035.840,0.851
2022-06-05 10:00,2022-06-05 12:00,18.658,0,0,0,1.210,661.376,1103.008,0.901
2022-06-05 11:00,2022-06-05 13:00,19.043,0,0,0,1.207,619.008,1122.600,0.917
2022-06-05 12:00,2022-06-05 14:00,19.190,0,0,0,1.204,536.998,1094.048,0.918
2022-06-05 13:00,2022-06-05 15:00,19.152,0,0,0,1.202,445.939,1018.640,0.917
2022-06-05 14:00,2022-06-05 16:00,18.987,0,0,0,1.202,354.022,901.994,0.920
2022-06-05 15:00,2022-06-05 17:00,18.463,0,0,0,1.202,226.294,751.780,0.947
2022-06-05 16:00,2022-06-05 18:00,17.729,0,0,0,1.205,124.084,578.400,0.960
2022-06-05 17:00,2022-06-05 19:00,17.026,0.001,0,0,1.207,68.276,393.597,0.964
2022-06-05 18:00,2022-06-05 20:00,16.324,0.015,0,0,1.210,31.812,209.971,0.955
2022-06-05 19:00,2022-06-05 21:00,15.672,0.057,0,0,1.213,5.450,44.932,0.951
2022-06-05 20:00,2022-06-05 22:00,15.257,0.155,0,0,1.215,0,0,0.957
2022-06-05 21:00,2022-06-05 23:00,15.105,0.430,0,0,1.216,0,0,0.976
2022-06-05 22:00,2022-06-06 00:00,14.889,0.896,0,0,1.217,0,0,0.981
2022-06-05 23:00,2022-06-06 01:00,14.626,1.145,0,0,1.217,0,0,0.977
2022-06-06 00:00,2022-06-06 02:00,14.681,1.273,0,0,1.215,0,0,0.974
2022-06-06 01:00,2022-06-06 03:00,14.995,1.103,0,0,1.212,0,0,0.978
2022-06-06 02:00,2022-06-06 04:00,15.294,0.775,0,0,1.209,0,0.006,0.968
2022-06-06 03:00,2022-06-06 05:00,15.545,0.485,0,0,1.207,9.044,71.366,0.707
2022-06-06 04:00,2022-06-06 06:00,15.465,0.279,0,0,1.209,77.322,244.409,0.392
2022-06-06 05:00,2022-06-06 07:00,15.463,0.140,0,0,1.210,213.802,429.298,0.193
2022-06-06 06:00,2022-06-06 08:00,15.802,0.062,0,0,1.211,380.240,612.876,0.180
2022-06-06 07:00,2022-06-06 09:00,16.387,0.032,0,0,1.210,505.702,782.896,0.143
2022-06-06 08:00,2022-06-06 10:00,17.108,0.023,0,0,1.208,648.876,927.510,0.125
2022-06-06 09:00,2022-06-06 11:00,17.673,0.018,0,0,1.206,732.142,1036.960,0.090
2022-06-06 10:00,2022-06-06 12:00,18.077,0.029,0,0,1.205,780.712,1104.008,0.079
2022-06-06 11:00,2022-06-06 13:00,18.312,0.035,0,0,1.205,800.528,1123.600,0.136
2022-06-06 12:00,2022-06-06 14:00,18.359,0.055,0,0,1.205,750.078,1095.048,0.174
2022-06-06 13:00,2022-06-06 15:00,18.264,0.073,0,0,1.205,644.558,1019.890,0.269
2022-06-06 14:00,2022-06-06 16:00,18.025,0.087,0,0,1.205,481.521,903.244,0.383
2022-06-06 15:00,2022-06-06 17:00,17.718,0.091,0,0,1.205,356.765,753.220,0.418
2022-06-06 16:00,2022-06-06 18:00,17.331,0.277,0,0,1.205,256.724,579.900,0.571
2022-06-06 17:00,2022-06-06 19:00,16.506,0.968,0,0,1.208,109.200,395.347,0.809
2022-06-06 18:00,2022-06-06 20:00,15.339,1.544,0,0,1.214,29.501,211.928,0.900
2022-06-06 19:00,2022-06-06 21:00,14.270,1.290,0,0,1.220,4.465,46.528,0.821
2022-06-06 20:00,2022-06-06 22:00,13.487,0.618,0,0,1.224,0,0,0.665
2022-06-06 21:00,2022-06-06 23:00,13.004,0.214,0,0,1.226,0,0,0.504
