# Renewables.ninja Weather (Point API) - 54.200, 8.900 - Version: 1.0 - License: https://science.nasa.gov/earth-science/earth-science-data/data-information-policy - Reference: https://www.renewables.ninja/
# Units: time in UTC, local_time in Europe/Berlin, t2m in ºC, prectotland in mm/h, precsnoland in mm/h, snomas in kg/m², rhoa in kg/m³, swgdn in W/m², swtdn in W/m², cldtot in fraction
# {"units": {"time": "UTC", "local_time": "Europe/Berlin", "t2m": "\u00baC", "prectotland": "mm/h", "precsnoland": "mm/h", "snomas": "kg/m\u00b2", "rhoa": "kg/m\u00b3", "swgdn": "W/m\u00b2", "swtdn": "W/m\u00b2", "cldtot": "fraction"}, "params": {"local_time": true, "header": true, "lat": "54.2", "lon": "8.9", "date_from": "2022-01-01", "date_to": "2022-12-31", "dataset": "merra2", "var_t2m": true, "var_prectotland": true, "var_precsnoland": true, "var_snomas": true, "var_rhoa": true, "var_swgdn": true, "var_swtdn": true, "var_cldtot": true}}
time,local_time,t2m,prectotland,precsnoland,snomas,rhoa,swgdn,swtdn,cldtot
2022-01-01 00:00,2022-01-01 01:00,7.601,0.044,0,0.010,1.252,0,0,0.978
2022-01-01 01:00,2022-01-01 02:00,7.652,0.042,0,0.010,1.252,0,0,0.986
2022-01-01 02:00,2022-01-01 03:00,7.739,0.033,0,0.009,1.253,0,0,0.991
2022-01-01 03:00,2022-01-01 04:00,7.673,0.021,0,0.008,1.254,0,0,0.928
2022-01-01 04:00,2022-01-01 05:00,7.516,0.015,0,0.008,1.254,0,0,0.925
2022-01-01 05:00,2022-01-01 06:00,7.344,0.014,0,0.007,1.256,0,0,0.886
2022-01-01 06:00,2022-01-01 07:00,7.298,0.016,0,0.007,1.256,0,0,0.906
2022-01-01 07:00,2022-01-01 08:00,7.259,0.023,0,0.006,1.257,0.402,2.787,0.974
2022-01-01 08:00,2022-01-01 09:00,7.283,0.035,0,0.005,1.258,23.506,100.159,0.970
2022-01-01 09:00,2022-01-01 10:00,7.533,0.049,0,0.004,1.258,65.962,216.426,0.983
2022-01-01 10:00,2022-01-01 11:00,7.856,0.069,0,0.002,1.256,83.522,287.512,0.981
2022-01-01 11:00,2022-01-01 12:00,8.139,0.110,0,0.002,1.254,70.196,308.565,0.992
2022-01-01 12:00,2022-01-01 13:00,8.384,0.137,0,0.002,1.252,52.377,278.155,0.996
2022-01-01 13:00,2022-01-01 14:00,8.550,0.110,0,0.002,1.249,27.594,198.283,0.994
2022-01-01 14:00,2022-01-01 15:00,8.736,0.066,0,0.001,1.247,9.093,74.586,0.983
2022-01-01 15:00,2022-01-01 16:00,8.824,0.023,0,0.001,1.244,0.009,0.077,0.976
2022-01-01 16:00,2022-01-01 17:00,8.953,0.014,0,0.001,1.243,0,0,0.988
2022-01-01 17:00,2022-01-01 18:00,9.069,0.014,0,0.001,1.243,0,0,0.990
2022-01-01 18:00,2022-01-01 19:00,8.998,0.017,0,0.001,1.244,0,0,0.990
2022-01-01 19:00,2022-01-01 20:00,8.872,0.017,0,0,1.244,0,0,0.991
2022-01-01 20:00,2022-01-01 21:00,8.728,0.022,0,0,1.245,0,0,0.994
2022-01-01 21:00,2022-01-01 22:00,8.568,0.058,0,0,1.245,0,0,0.990
2022-01-01 22:00,2022-01-01 23:00,8.401,0.201,0,0,1.245,0,0,0.992
2022-01-01 23:00,2022-01-02 00:00,8.321,0.515,0,0,1.245,0,0,0.993
2022-01-02 00:00,2022-01-02 01:00,8.373,0.612,0,0,1.244,0,0,0.994
2022-01-02 01:00,2022-01-02 02:00,8.335,0.572,0,0,1.244,0,0,0.995
2022-01-02 02:00,2022-01-02 03:00,8.225,0.789,0,0,1.244,0,0,0.994
2022-01-02 03:00,2022-01-02 04:00,8.172,0.498,0,0,1.243,0,0,0.996
2022-01-02 04:00,2022-01-02 05:00,8.286,0.226,0,0,1.241,0,0,0.997
2022-01-02 05:00,2022-01-02 06:00,8.379,0.247,0,0,1.240,0,0,0.998
2022-01-02 06:00,2022-01-02 07:00,8.544,0.363,0,0,1.238,0,0,0.998
2022-01-02 07:00,2022-01-02 08:00,8.718,0.872,0,0,1.236,0.036,3.129,0.997
2022-01-02 08:00,2022-01-02 09:00,8.937,1.393,0,0,1.235,4.574,102.007,0.994
2022-01-02 09:00,2022-01-02 10:00,9.132,1.040,0,0,1.233,14.886,218.364,0.986
2022-01-02 10:00,2022-01-02 11:00,9.170,0.798,0,0,1.231,19.079,289.512,0.983
2022-01-02 11:00,2022-01-02 12:00,9.029,0.994,0,0,1.231,13.357,310.565,0.982
2022-01-02 12:00,2022-01-02 13:00,8.759,1.069,0,0,1.232,11.407,280.155,0.962
2022-01-02 13:00,2022-01-02 14:00,8.496,1.197,0,0,1.233,12.676,200.221,0.963
2022-01-02 14:00,2022-01-02 15:00,8.355,0.563,0,0,1.233,4.152,76.438,0.958
2022-01-02 15:00,2022-01-02 16:00,8.252,0.160,0,0,1.234,0.003,0.119,0.835
2022-01-02 16:00,2022-01-02 17:00,8.024,0.061,0,0,1.236,0,0,0.722
2022-01-02 17:00,2022-01-02 18:00,7.805,0.029,0,0,1.238,0,0,0.677
2022-01-02 18:00,2022-01-02 19:00,7.645,0.015,0,0,1.239,0,0,0.592
2022-01-02 19:00,2022-01-02 20:00,7.324,0.008,0,0,1.241,0,0,0.828
2022-01-02 20:00,2022-01-02 21:00,6.954,0.021,0,0,1.243,0,0,0.966
2022-01-02 21:00,2022-01-02 22:00,6.745,0.110,0,0,1.244,0,0,0.990
2022-01-02 22:00,2022-01-02 23:00,6.877,0.363,0,0,1.243,0,0,0.988
2022-01-02 23:00,2022-01-03 00:00,7.086,0.648,0,0,1.240,0,0,0.975
2022-01-03 00:00,2022-01-03 01:00,7.233,0.548,0,0,1.239,0,0,0.948
2022-01-03 01:00,2022-01-03 02:00,7.256,0.217,0,0,1.239,0,0,0.801
2022-01-03 02:00,2022-01-03 03:00,7.117,0.070,0,0,1.239,0,0,0.626
2022-01-03 03:00,2022-01-03 04:00,7.033,0.040,0,0,1.240,0,0,0.742
2022-01-03 04:00,2022-01-03 05:00,6.950,0.042,0,0,1.241,0,0,0.874
2022-01-03 05:00,2022-01-03 06:00,6.803,0.056,0,0,1.242,0,0,0.905
2022-01-03 06:00,2022-01-03 07:00,6.739,0.083,0,0,1.242,0,0,0.898
2022-01-03 07:00,2022-01-03 08:00,6.794,0.073,0,0,1.242,0.557,3.518,0.634
2022-01-03 08:00,2022-01-03 09:00,6.958,0.076,0,0,1.241,30.456,104.034,0.334
2022-01-03 09:00,2022-01-03 10:00,7.181,0.072,0,0,1.241,92.144,220.489,0.202
2022-01-03 10:00,2022-01-03 11:00,7.498,0.068,0,0,1.239,145.560,291.693,0.134
2022-01-03 11:00,2022-01-03 12:00,7.818,0.071,0,0,1.237,165.309,312.765,0.108
2022-01-03 12:00,2022-01-03 13:00,7.946,0.073,0,0,1.235,143.229,282.292,0.105
2022-01-03 13:00,2022-01-03 14:00,7.812,0.089,0,0,1.235,91.730,202.365,0.105
2022-01-03 14:00,2022-01-03 15:00,7.498,0.127,0,0,1.235,26.399,78.456,0.126
2022-01-03 15:00,2022-01-03 16:00,7.231,0.139,0,0,1.235,0.028,0.173,0.194
2022-01-03 16:00,2022-01-03 17:00,7.140,0.084,0,0,1.236,0,0,0.269
2022-01-03 17:00,2022-01-03 18:00,7.128,0.049,0,0,1.235,0,0,0.210
2022-01-03 18:00,2022-01-03 19:00,6.901,0.043,0,0,1.236,0,0,0.135
2022-01-03 19:00,2022-01-03 20:00,6.798,0.037,0,0,1.236,0,0,0.251
2022-01-03 20:00,2022-01-03 21:00,6.659,0.063,0,0,1.237,0,0,0.420
2022-01-03 21:00,2022-01-03 22:00,6.557,0.113,0,0,1.238,0,0,0.617
2022-01-03 22:00,2022-01-03 23:00,6.590,0.163,0,0,1.237,0,0,0.703
2022-01-03 23:00,2022-01-04 00:00,6.634,0.183,0,0,1.237,0,0,0.747
2022-01-04 00:00,2022-01-04 01:00,6.578,0.194,0,0,1.236,0,0,0.788
2022-01-04 01:00,2022-01-04 02:00,6.461,0.191,0,0,1.236,0,0,0.912
2022-01-04 02:00,2022-01-04 03:00,6.365,0.205,0,0,1.236,0,0,0.971
2022-01-04 03:00,2022-01-04 04:00,6.304,0.206,0,0,1.235,0,0,0.988
2022-01-04 04:00,2022-01-04 05:00,6.244,0.226,0,0,1.234,0,0,0.991
2022-01-04 05:00,2022-01-04 06:00,6.210,0.275,0,0,1.234,0,0,0.997
2022-01-04 06:00,2022-01-04 07:00,6.144,0.366,0,0,1.233,0,0,0.998
2022-01-04 07:00,2022-01-04 08:00,5.974,0.444,0,0,1.234,0.072,3.972,0.998
2022-01-04 08:00,2022-01-04 09:00,5.686,0.516,0,0,1.236,5.267,106.229,0.998
2022-01-04 09:00,2022-01-04 10:00,5.266,0.541,0,0,1.239,15.955,222.754,0.998
2022-01-04 10:00,2022-01-04 11:00,4.748,0.459,0,0,1.242,25.864,294.012,0.997
2022-01-04 11:00,2022-01-04 12:00,4.332,0.238,0,0,1.245,38.549,315.140,0.981
2022-01-04 12:00,2022-01-04 13:00,4.333,0.066,0,0,1.244,58.803,284.655,0.781
2022-01-04 13:00,2022-01-04 14:00,4.557,0.016,0,0,1.242,68.126,204.659,0.488
2022-01-04 14:00,2022-01-04 15:00,4.362,0.004,0,0,1.240,26.354,80.659,0.276
2022-01-04 15:00,2022-01-04 16:00,3.766,0.005,0,0,1.240,0.046,0.259,0.274
2022-01-04 16:00,2022-01-04 17:00,3.959,0.011,0,0,1.240,0,0,0.385
2022-01-04 17:00,2022-01-04 18:00,4.310,0.013,0,0,1.240,0,0,0.373
2022-01-04 18:00,2022-01-04 19:00,4.316,0.014,0,0,1.240,0,0,0.345
2022-01-04 19:00,2022-01-04 20:00,4.208,0.008,0,0,1.241,0,0,0.347
2022-01-04 20:00,2022-01-04 21:00,4.058,0.007,0,0,1.242,0,0,0.433
2022-01-04 21:00,2022-01-04 22:00,3.963,0.008,0,0,1.242,0,0,0.500
2022-01-04 22:00,2022-01-04 23:00,3.878,0.020,0,0,1.243,0,0,0.537
2022-01-04 23:00,2022-01-05 00:00,3.866,0.036,0,0,1.243,0,0,0.581
2022-01-05 00:00,2022-01-05 01:00,4.076,0.038,0,0,1.242,0,0,0.590
2022-01-05 01:00,2022-01-05 02:00,4.178,0.054,0,0,1.241,0,0,0.621
2022-01-05 02:00,2022-01-05 03:00,4.156,0.128,0,0,1.241,0,0,0.627
2022-01-05 03:00,2022-01-05 04:00,4.183,0.205,0,0,1.240,0,0,0.662
2022-01-05 04:00,2022-01-05 05:00,4.316,0.218,0,0,1.239,0,0,0.681
2022-01-05 05:00,2022-01-05 06:00,4.566,0.272,0,0,1.238,0,0,0.741
2022-01-05 06:00,2022-01-05 07:00,4.678,0.713,0,0,1.237,0,0,0.855
2022-01-05 07:00,2022-01-05 08:00,4.485,1.281,0,0,1.239,0.222,4.487,0.926
2022-01-05 08:00,2022-01-05 09:00,4.191,1.308,0,0,1.241,8.132,108.582,0.909
2022-01-05 09:00,2022-01-05 10:00,4.503,0.531,0,0,1.239,25.837,225.239,0.694
2022-01-05 10:00,2022-01-05 11:00,5.221,0.157,0,0,1.236,79.705,296.550,0.403
2022-01-05 11:00,2022-01-05 12:00,5.749,0.165,0,0,1.234,133.230,317.652,0.284
2022-01-05 12:00,2022-01-05 13:00,5.766,0.176,0,0,1.235,118.683,287.167,0.257
2022-01-05 13:00,2022-01-05 14:00,5.538,0.117,0,0,1.237,81.767,207.143,0.204
2022-01-05 14:00,2022-01-05 15:00,5.084,0.044,0,0,1.241,27.216,83.024,0.138
2022-01-05 15:00,2022-01-05 16:00,4.524,0.017,0,0,1.246,0.063,0.372,0.123
2022-01-05 16:00,2022-01-05 17:00,4.145,0.013,0,0,1.249,0,0,0.180
2022-01-05 17:00,2022-01-05 18:00,3.814,0.017,0,0,1.252,0,0,0.196
2022-01-05 18:00,2022-01-05 19:00,3.418,0.042,0,0,1.255,0,0,0.279
2022-01-05 19:00,2022-01-05 20:00,3.152,0.060,0,0,1.259,0,0,0.404
2022-01-05 20:00,2022-01-05 21:00,2.770,0.050,0,0,1.263,0,0,0.375
2022-01-05 21:00,2022-01-05 22:00,2.067,0.027,0,0,1.270,0,0,0.188
2022-01-05 22:00,2022-01-05 23:00,1.060,0.010,0,0,1.276,0,0,0.050
2022-01-05 23:00,2022-01-06 00:00,0.320,0.001,0,0,1.279,0,0,0.027
2022-01-06 00:00,2022-01-06 01:00,-0.039,0,0,0,1.279,0,0,0.019
2022-01-06 01:00,2022-01-06 02:00,-0.156,0,0,0,1.279,0,0,0.020
2022-01-06 02:00,2022-01-06 03:00,-0.059,0,0,0,1.277,0,0,0.016
2022-01-06 03:00,2022-01-06 04:00,0.208,0,0,0,1.276,0,0,0.006
2022-01-06 04:00,2022-01-06 05:00,0.503,0,0,0,1.275,0,0,0.016
2022-01-06 05:00,2022-01-06 06:00,0.766,0,0,0,1.273,0,0,0.090
2022-01-06 06:00,2022-01-06 07:00,0.989,0.001,0,0,1.272,0,0,0.157
2022-01-06 07:00,2022-01-06 08:00,1.309,0.003,0,0,1.272,1.184,5.079,0.234
2022-01-06 08:00,2022-01-06 09:00,2.026,0.003,0,0,1.272,45.469,111.114,0.165
2022-01-06 09:00,2022-01-06 10:00,3.156,0.002,0,0,1.272,128.391,227.864,0.041
2022-01-06 10:00,2022-01-06 11:00,4.008,0.002,0,0,1.272,185.778,299.193,0.037
2022-01-06 11:00,2022-01-06 12:00,4.364,0.003,0,0,1.271,200.530,320.390,0.050
2022-01-06 12:00,2022-01-06 13:00,4.334,0.003,0,0,1.270,173.305,289.848,0.070
2022-01-06 13:00,2022-01-06 14:00,3.667,0.005,0,0,1.269,111.672,209.768,0.089
2022-01-06 14:00,2022-01-06 15:00,2.597,0.006,0,0,1.269,35.010,85.580,0.107
2022-01-06 15:00,2022-01-06 16:00,1.883,0.006,0,0,1.271,0.099,0.525,0.117
2022-01-06 16:00,2022-01-06 17:00,1.758,0.006,0,0,1.272,0,0,0.126
2022-01-06 17:00,2022-01-06 18:00,1.769,0.009,0,0,1.274,0,0,0.167
2022-01-06 18:00,2022-01-06 19:00,1.958,0.012,0,0,1.275,0,0,0.408
2022-01-06 19:00,2022-01-06 20:00,2.192,0.017,0,0,1.277,0,0,0.816
2022-01-06 20:00,2022-01-06 21:00,2.318,0.013,0,0,1.278,0,0,0.981
2022-01-06 21:00,2022-01-06 22:00,2.359,0.006,0,0,1.278,0,0,0.992
2022-01-06 22:00,2022-01-06 23:00,2.391,0.004,0,0,1.277,0,0,0.994
2022-01-06 23:00,2022-01-07 00:00,2.443,0.030,0,0,1.277,0,0,0.996
2022-01-07 00:00,2022-01-07 01:00,2.423,0.206,0,0,1.276,0,0,0.997
2022-01-07 01:00,2022-01-07 02:00,2.281,0.500,0,0,1.276,0,0,0.997
2022-01-07 02:00,2022-01-07 03:00,2.220,0.614,0.005,0.001,1.275,0,0,0.997
2022-01-07 03:00,2022-01-07 04:00,2.121,0.492,0.031,0.013,1.275,0,0,0.987
2022-01-07 04:00,2022-01-07 05:00,2.016,0.390,0.028,0.036,1.274,0,0,0.905
2022-01-07 05:00,2022-01-07 06:00,1.853,0.356,0.023,0.054,1.274,0,0,0.834
2022-01-07 06:00,2022-01-07 07:00,1.706,0.392,0.048,0.081,1.274,0,0,0.844
2022-01-07 07:00,2022-01-07 08:00,1.742,0.329,0.125,0.162,1.274,0.324,5.747,0.836
2022-01-07 08:00,2022-01-07 09:00,2.016,0.151,0.071,0.256,1.272,13.871,113.804,0.790
2022-01-07 09:00,2022-01-07 10:00,2.628,0.064,0.008,0.281,1.269,48.560,230.648,0.585
2022-01-07 10:00,2022-01-07 11:00,3.470,0.040,0.001,0.275,1.264,115.548,302.068,0.328
2022-01-07 11:00,2022-01-07 12:00,4.182,0.024,0,0.262,1.260,160.072,323.277,0.203
2022-01-07 12:00,2022-01-07 13:00,4.519,0.030,0,0.249,1.258,151.830,292.705,0.191
2022-01-07 13:00,2022-01-07 14:00,4.546,0.019,0,0.238,1.257,98.489,212.581,0.248
2022-01-07 14:00,2022-01-07 15:00,4.254,0.016,0,0.229,1.257,30.178,88.268,0.346
2022-01-07 15:00,2022-01-07 16:00,3.863,0.040,0,0.223,1.258,0.104,0.723,0.657
2022-01-07 16:00,2022-01-07 17:00,3.636,0.339,0,0.217,1.261,0,0,0.889
2022-01-07 17:00,2022-01-07 18:00,3.179,0.759,0.003,0.212,1.265,0,0,0.940
2022-01-07 18:00,2022-01-07 19:00,2.852,0.590,0.006,0.210,1.267,0,0,0.933
2022-01-07 19:00,2022-01-07 20:00,2.914,0.314,0,0.208,1.266,0,0,0.823
2022-01-07 20:00,2022-01-07 21:00,3.015,0.194,0.001,0.207,1.265,0,0,0.693
2022-01-07 21:00,2022-01-07 22:00,2.951,0.171,0,0.205,1.264,0,0,0.579
2022-01-07 22:00,2022-01-07 23:00,2.752,0.171,0.001,0.205,1.266,0,0,0.648
2022-01-07 23:00,2022-01-08 00:00,2.611,0.170,0.003,0.205,1.267,0,0,0.679
2022-01-08 00:00,2022-01-08 01:00,2.508,0.150,0.001,0.206,1.268,0,0,0.739
2022-01-08 01:00,2022-01-08 02:00,2.391,0.142,0.002,0.206,1.269,0,0,0.791
2022-01-08 02:00,2022-01-08 03:00,2.404,0.129,0.001,0.206,1.268,0,0,0.808
2022-01-08 03:00,2022-01-08 04:00,2.546,0.092,0.001,0.203,1.267,0,0,0.796
2022-01-08 04:00,2022-01-08 05:00,2.754,0.053,0.001,0.200,1.266,0,0,0.815
2022-01-08 05:00,2022-01-08 06:00,2.937,0.041,0.001,0.197,1.264,0,0,0.807
2022-01-08 06:00,2022-01-08 07:00,3.178,0.035,0.001,0.194,1.263,0,0,0.769
2022-01-08 07:00,2022-01-08 08:00,3.360,0.024,0,0.191,1.262,0.602,6.497,0.743
2022-01-08 08:00,2022-01-08 09:00,3.542,0.014,0,0.188,1.261,24.016,116.648,0.649
2022-01-08 09:00,2022-01-08 10:00,3.828,0.011,0,0.183,1.260,78.970,233.620,0.576
2022-01-08 10:00,2022-01-08 11:00,4.028,0.004,0,0.175,1.260,121.191,305.137,0.726
2022-01-08 11:00,2022-01-08 12:00,3.945,0.003,0,0.167,1.260,118.416,326.315,0.888
2022-01-08 12:00,2022-01-08 13:00,3.706,0.008,0,0.158,1.261,91.307,295.792,0.947
2022-01-08 13:00,2022-01-08 14:00,3.461,0.013,0,0.152,1.261,58.119,215.553,0.983
2022-01-08 14:00,2022-01-08 15:00,3.106,0.013,0,0.147,1.262,17.771,91.149,0.994
2022-01-08 15:00,2022-01-08 16:00,2.777,0.012,0,0.144,1.262,0.073,0.977,0.995
2022-01-08 16:00,2022-01-08 17:00,2.576,0.054,0,0.140,1.262,0,0,0.994
2022-01-08 17:00,2022-01-08 18:00,2.357,0.298,0.001,0.137,1.261,0,0,0.995
2022-01-08 18:00,2022-01-08 19:00,1.972,0.604,0.005,0.134,1.261,0,0,0.986
2022-01-08 19:00,2022-01-08 20:00,1.391,0.830,0.131,0.177,1.262,0,0,0.963
2022-01-08 20:00,2022-01-08 21:00,1.304,0.686,0.234,0.378,1.260,0,0,0.988
2022-01-08 21:00,2022-01-08 22:00,1.529,0.392,0.164,0.568,1.257,0,0,0.996
2022-01-08 22:00,2022-01-08 23:00,1.866,0.211,0.054,0.659,1.254,0,0,0.998
2022-01-08 23:00,2022-01-09 00:00,2.163,0.163,0.010,0.670,1.251,0,0,0.998
2022-01-09 00:00,2022-01-09 01:00,2.400,0.232,0.004,0.658,1.248,0,0,0.996
2022-01-09 01:00,2022-01-09 02:00,2.398,0.328,0.001,0.641,1.248,0,0,0.977
2022-01-09 02:00,2022-01-09 03:00,2.164,0.371,0.005,0.628,1.249,0,0,0.938
2022-01-09 03:00,2022-01-09 04:00,1.973,0.448,0.031,0.641,1.250,0,0,0.939
2022-01-09 04:00,2022-01-09 05:00,1.816,0.575,0.044,0.672,1.251,0,0,0.967
2022-01-09 05:00,2022-01-09 06:00,1.617,0.609,0.088,0.734,1.253,0,0,0.980
2022-01-09 06:00,2022-01-09 07:00,1.551,0.547,0.106,0.832,1.254,0,0,0.982
2022-01-09 07:00,2022-01-09 08:00,1.660,0.462,0.097,0.933,1.254,0.280,7.347,0.973
2022-01-09 08:00,2022-01-09 09:00,1.976,0.444,0.061,1.009,1.253,11.432,119.665,0.985
2022-01-09 09:00,2022-01-09 10:00,2.456,0.496,0.020,1.042,1.251,29.821,236.745,0.996
2022-01-09 10:00,2022-01-09 11:00,2.961,0.552,0.015,1.042,1.248,30.212,308.318,0.998
2022-01-09 11:00,2022-01-09 12:00,3.415,0.607,0.017,1.048,1.245,27.281,329.565,0.997
2022-01-09 12:00,2022-01-09 13:00,3.848,0.539,0.010,1.045,1.242,23.676,298.955,0.997
2022-01-09 13:00,2022-01-09 14:00,4.229,0.433,0.010,1.043,1.241,16.332,218.678,0.997
2022-01-09 14:00,2022-01-09 15:00,4.472,0.370,0.009,1.040,1.240,6.589,94.176,0.997
2022-01-09 15:00,2022-01-09 16:00,4.601,0.272,0.007,1.032,1.240,0.052,1.299,0.996
2022-01-09 16:00,2022-01-09 17:00,4.646,0.168,0.001,1.019,1.242,0,0,0.996
2022-01-09 17:00,2022-01-09 18:00,4.661,0.116,0,1.002,1.243,0,0,0.995
2022-01-09 18:00,2022-01-09 19:00,4.695,0.177,0.003,0.987,1.245,0,0,0.988
2022-01-09 19:00,2022-01-09 20:00,4.670,0.125,0,0.972,1.246,0,0,0.963
2022-01-09 20:00,2022-01-09 21:00,4.535,0.108,0,0.960,1.247,0,0,0.883
2022-01-09 21:00,2022-01-09 22:00,4.325,0.090,0,0.953,1.249,0,0,0.812
2022-01-09 22:00,2022-01-09 23:00,4.033,0.059,0,0.949,1.251,0,0,0.756
2022-01-09 23:00,2022-01-10 00:00,3.740,0.037,0,0.946,1.254,0,0,0.714
2022-01-10 00:00,2022-01-10 01:00,3.538,0.030,0,0.942,1.256,0,0,0.703
2022-01-10 01:00,2022-01-10 02:00,3.402,0.030,0,0.939,1.259,0,0,0.669
2022-01-10 02:00,2022-01-10 03:00,3.295,0.032,0,0.934,1.262,0,0,0.623
2022-01-10 03:00,2022-01-10 04:00,3.155,0.038,0,0.930,1.266,0,0,0.621
2022-01-10 04:00,2022-01-10 05:00,3.072,0.038,0,0.928,1.269,0,0,0.629
2022-01-10 05:00,2022-01-10 06:00,2.969,0.031,0,0.926,1.272,0,0,0.658
2022-01-10 06:00,2022-01-10 07:00,2.911,0.031,0,0.925,1.276,0,0,0.714
2022-01-10 07:00,2022-01-10 08:00,2.717,0.028,0,0.924,1.279,0.960,8.295,0.677
2022-01-10 08:00,2022-01-10 09:00,2.820,0.023,0,0.921,1.281,27.440,122.848,0.616
2022-01-10 09:00,2022-01-10 10:00,3.164,0.021,0,0.907,1.282,71.282,240.029,0.604
2022-01-10 10:00,2022-01-10 11:00,3.502,0.019,0,0.883,1.283,103.563,311.693,0.624
2022-01-10 11:00,2022-01-10 12:00,3.748,0.019,0,0.854,1.283,112.166,332.940,0.665
2022-01-10 12:00,2022-01-10 13:00,3.874,0.020,0,0.826,1.283,94.457,302.330,0.723
2022-01-10 13:00,2022-01-10 14:00,3.849,0.025,0,0.803,1.284,60.215,221.981,0.770
2022-01-10 14:00,2022-01-10 15:00,3.529,0.030,0,0.791,1.286,19.232,97.364,0.785
2022-01-10 15:00,2022-01-10 16:00,3.065,0.032,0,0.787,1.288,0.164,1.691,0.753
2022-01-10 16:00,2022-01-10 17:00,2.858,0.028,0,0.785,1.289,0,0,0.716
2022-01-10 17:00,2022-01-10 18:00,2.660,0.021,0,0.784,1.291,0,0,0.671
2022-01-10 18:00,2022-01-10 19:00,2.492,0.016,0,0.783,1.293,0,0,0.622
2022-01-10 19:00,2022-01-10 20:00,2.367,0.011,0,0.783,1.293,0,0,0.569
2022-01-10 20:00,2022-01-10 21:00,2.326,0.011,0,0.783,1.294,0,0,0.575
2022-01-10 21:00,2022-01-10 22:00,2.392,0.020,0,0.783,1.294,0,0,0.624
2022-01-10 22:00,2022-01-10 23:00,2.532,0.037,0,0.782,1.295,0,0,0.645
2022-01-10 23:00,2022-01-11 00:00,2.543,0.044,0,0.780,1.295,0,0,0.632
2022-01-11 00:00,2022-01-11 01:00,2.426,0.042,0,0.778,1.297,0,0,0.647
2022-01-11 01:00,2022-01-11 02:00,2.408,0.035,0,0.774,1.297,0,0,0.738
2022-01-11 02:00,2022-01-11 03:00,2.498,0.032,0,0.769,1.299,0,0,0.802
2022-01-11 03:00,2022-01-11 04:00,2.444,0.033,0,0.764,1.300,0,0,0.791
2022-01-11 04:00,2022-01-11 05:00,2.384,0.032,0,0.757,1.301,0,0,0.806
2022-01-11 05:00,2022-01-11 06:00,2.279,0.042,0,0.749,1.302,0,0,0.831
2022-01-11 06:00,2022-01-11 07:00,2.044,0.036,0.001,0.740,1.304,0,0,0.861
2022-01-11 07:00,2022-01-11 08:00,1.859,0.032,0.002,0.733,1.305,1.357,9.349,0.921
2022-01-11 08:00,2022-01-11 09:00,1.761,0.031,0.004,0.726,1.307,24.222,126.196,0.965
2022-01-11 09:00,2022-01-11 10:00,1.665,0.026,0.007,0.720,1.308,47.225,243.467,0.989
2022-01-11 10:00,2022-01-11 11:00,1.828,0.017,0.002,0.709,1.308,64.035,315.193,0.995
2022-01-11 11:00,2022-01-11 12:00,2.083,0.007,0,0.693,1.306,72.135,336.470,0.987
2022-01-11 12:00,2022-01-11 13:00,2.383,0.002,0,0.674,1.304,68.400,305.830,0.950
2022-01-11 13:00,2022-01-11 14:00,2.586,0.002,0,0.658,1.302,53.678,225.481,0.765
2022-01-11 14:00,2022-01-11 15:00,2.547,0.025,0,0.648,1.301,30.643,100.710,0.576
2022-01-11 15:00,2022-01-11 16:00,2.173,0.141,0,0.644,1.301,0.445,2.169,0.564
2022-01-11 16:00,2022-01-11 17:00,2.274,0.349,0,0.640,1.301,0,0,0.763
2022-01-11 17:00,2022-01-11 18:00,2.490,0.549,0,0.635,1.301,0,0,0.862
2022-01-11 18:00,2022-01-11 19:00,2.568,0.428,0,0.627,1.301,0,0,0.979
2022-01-11 19:00,2022-01-11 20:00,2.762,0.468,0,0.617,1.301,0,0,0.994
2022-01-11 20:00,2022-01-11 21:00,2.911,0.515,0,0.606,1.300,0,0,0.996
2022-01-11 21:00,2022-01-11 22:00,3.023,0.350,0,0.594,1.299,0,0,0.992
2022-01-11 22:00,2022-01-11 23:00,3.139,0.191,0.003,0.586,1.298,0,0,0.985
2022-01-11 23:00,2022-01-12 00:00,3.305,0.081,0,0.576,1.297,0,0,0.983
2022-01-12 00:00,2022-01-12 01:00,3.457,0.042,0,0.566,1.296,0,0,0.959
2022-01-12 01:00,2022-01-12 02:00,3.679,0.029,0,0.556,1.294,0,0,0.886
2022-01-12 02:00,2022-01-12 03:00,4.006,0.026,0,0.546,1.292,0,0,0.832
2022-01-12 03:00,2022-01-12 04:00,4.243,0.023,0,0.535,1.290,0,0,0.745
2022-01-12 04:00,2022-01-12 05:00,3.978,0.018,0,0.525,1.289,0,0,0.563
2022-01-12 05:00,2022-01-12 06:00,3.579,0.020,0,0.520,1.290,0,0,0.407
2022-01-12 06:00,2022-01-12 07:00,3.372,0.018,0,0.517,1.290,0,0,0.342
2022-01-12 07:00,2022-01-12 08:00,3.194,0.018,0,0.514,1.291,2.513,10.519,0.310
2022-01-12 08:00,2022-01-12 09:00,3.522,0.018,0,0.511,1.291,56.221,129.649,0.228
2022-01-12 09:00,2022-01-12 10:00,4.743,0.013,0,0.501,1.291,124.354,247.092,0.254
2022-01-12 10:00,2022-01-12 11:00,5.570,0.008,0,0.480,1.290,165.846,318.925,0.428
